first_name,last_name,team,position,hair_style,hair_color,skin_color,pro_bowl,nfl_icon,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two
Tyron,Johnson,Texans,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,13,73,193,23,1/8/1996,0,Oklahoma State,15,63,3,3,1760000,35000,45,45
DeAndre,Carter,Texans,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,91,94,94,61,79,67,35,80,91,31,19,12,7,10,13,28,36,35,13,15,81,91,88,26,20,19,19,65,78,Right,14,68,190,26,4/10/1993,4,Sacramento State,15,63,1,1,570000,0,45,45
Will,Fuller V,Texans,WR,10,4,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,85,95,93,87,57,81,78,52,87,86,35,15,10,6,10,6,37,53,28,23,22,75,90,84,39,32,11,15,76,78,Right,15,72,185,25,4/16/1994,3,Notre Dame,1,21,5,2,10164312,9859270,45,45
Chad,Hansen,Texans,WR,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,89,91,88,71,78,75,31,84,84,25,18,14,10,27,22,48,55,28,17,17,58,93,87,58,61,19,19,-1,77,Right,16,74,202,24,1/18/1995,2,California,4,45,1,1,570000,0,45,45
Keke,Coutee,Texans,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,92,90,88,59,83,74,28,82,83,25,20,15,10,20,15,26,50,24,17,12,79,93,89,19,15,15,10,75,77,Right,16,71,184,22,1/14/1997,1,Texas Tech,4,7,4,3,3189028,729028,45,45
Vyncint,Smith,Texans,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,93,93,87,46,74,62,44,78,93,30,27,20,12,26,22,35,40,44,18,13,60,87,85,18,10,35,30,68,77,Right,17,75,202,23,6/9/1996,1,Limestone College,15,63,3,2,1720000,35000,45,45
Johnnie,Dixon,Texans,WR,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58,92,90,87,60,76,73,66,80,89,27,23,18,15,22,20,44,48,39,15,14,79,91,79,29,24,18,14,71,76,Right,18,71,198,24,9/16/1994,0,Ohio State,15,63,3,3,1765000,50000,45,45
Isaac,Whitney,Texans,WR,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,93,90,83,42,66,62,44,74,86,30,27,20,18,26,22,35,36,44,18,13,72,87,85,18,10,35,30,70,68,Right,19,74,204,25,6/22/1994,2,USC,15,63,2,2,1230000,0,45,45
Floyd,Allen,Texans,WR,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,82,70,199,23,7/16/1996,0,Mississippi,15,63,3,3,1755000,0,45,45
Jester,Weah,Texans,WR,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,86,75,209,24,2/7/1995,1,Pittsburgh,15,63,2,2,1080000,0,45,45
Hroniss,Grasu,Titans,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,74,71,83,63,78,10,39,20,25,69,20,6,6,6,6,6,60,66,25,23,21,10,83,87,67,64,61,59,5,85,Right,52,75,302,28,8/12/1991,4,Oregon,3,7,1,1,720000,0,45,45
Ben,Jones,Titans,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,59,76,62,88,10,39,15,32,80,12,6,6,6,6,6,79,80,40,11,15,10,90,92,76,82,77,80,5,93,Right,60,75,308,30,7/2/1989,7,Georgia,4,3,4,1,17500000,7500000,45,45
Corey,Levin,Titans,C,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,67,80,66,85,22,22,38,25,67,16,6,6,6,6,6,65,63,32,21,23,11,81,89,65,61,66,63,12,83,Right,62,76,307,25,8/12/1994,2,Tennessee-Chattanooga,6,33,4,2,2510024,110024,45,45
Kenneth,Durden,Titans,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,89,92,87,65,64,65,36,70,92,36,6,6,6,6,6,35,35,48,26,26,79,91,93,35,35,35,35,54,79,Right,20,73,180,27,5/16/1992,3,Youngstown State,15,63,3,2,1710000,0,45,45
Malcolm,Butler,Titans,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,90,89,92,63,58,55,10,68,82,21,6,6,6,6,6,35,35,68,29,21,42,88,90,35,35,35,35,48,72,Right,21,71,190,29,3/2/1990,5,West Alabama,15,63,5,4,61250000,24000000,45,45
Tye,Smith,Titans,CB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,87,89,86,68,65,66,32,64,87,36,6,6,6,6,19,45,45,45,20,15,60,88,94,45,45,45,45,-1,85,Right,23,72,195,26,5/3/1993,4,Towson,15,63,2,2,1170000,0,45,45
Adoree',Jackson,Titans,CB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,93,94,95,57,83,67,34,74,88,10,6,6,6,6,6,35,35,70,15,15,87,93,88,35,35,35,35,72,78,Right,25,71,185,23,9/18/1995,2,USC,1,18,4,2,11283012,11283012,45,45
Logan,Ryan,Titans,CB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,87,91,90,60,60,66,45,73,83,36,6,6,6,6,6,35,35,71,26,22,60,93,94,35,35,35,35,50,85,Right,26,71,195,28,2/9/1991,6,Rutgers,3,19,3,1,30000000,12000000,45,45
LeShaun,Sims,Titans,CB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,88,87,86,63,65,55,28,66,88,27,6,6,6,6,6,10,14,46,18,17,56,90,89,33,34,33,34,55,77,Right,36,72,203,25,9/18/1993,3,Southern Utah,5,29,4,1,2578184,238184,45,45
Mike,Jordan,Titans,CB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,38,73,200,26,10/21/1992,3,Missouri Western State,15,63,1,1,720000,0,45,45
Joshua,Kalu,Titans,CB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,86,89,90,59,67,60,35,71,95,25,6,6,6,6,6,35,35,65,18,14,30,88,85,35,35,35,35,46,82,Right,46,72,203,23,8/28/1995,1,Nebraska,15,63,3,2,1710000,0,45,45
Chris,Nelson,Titans,DT,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,70,73,315,25,4/28/1994,0,Texas,15,63,2,2,1080000,0,45,45
Isaiah,Mack,Titans,DT,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,79,73,299,23,3/19/1996,0,Tennessee-Chattanooga,15,63,3,3,1767500,27500,45,45
Austin,Johnson,Titans,DT,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,62,77,60,83,15,32,29,29,75,23,6,6,6,6,6,45,45,83,17,17,9,83,89,45,45,44,45,10,89,Right,94,76,314,25,5/8/1994,3,Penn State,15,63,4,1,5662000,3025000,45,45
Braxton,Hoyett,Titans,DT,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,97,74,302,23,2/5/1996,0,Mississippi State,15,63,3,3,1770000,25000,45,45
David,Fluellen,Titans,FB,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,65,82,87,86,67,59,76,82,53,87,45,38,35,33,40,33,45,45,39,20,22,65,89,84,34,34,28,23,64,84,Right,32,71,240,27,1/28/1992,5,Toledo,15,63,1,1,720000,0,45,45
MyCole,Pruitt,Titans,FB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,86,87,77,69,59,72,62,80,88,35,15,10,6,10,6,65,70,40,30,30,40,79,84,70,64,64,58,60,65,Right,85,74,245,27,3/24/1992,4,Southern Illinois,5,15,2,1,1350000,0,45,45
Ryan,Hewitt,Titans,FB,9,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,77,86,78,72,48,77,65,68,82,19,6,15,10,10,18,58,72,39,19,19,11,85,93,75,71,66,65,-1,79,Right,88,76,255,28,1/24/1991,5,Stanford,15,63,1,1,805000,0,45,45
Dane,Cruikshank,Titans,FS,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,92,91,87,74,65,67,33,68,91,27,10,6,6,6,6,35,35,65,18,12,50,90,92,35,35,35,35,68,82,Right,29,73,208,24,4/27/1995,1,Arizona,5,24,4,3,2747892,287892,45,45
LaDarius,Wiley,Titans,FS,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,30,73,210,23,6/3/1996,0,Vanderbilt,15,63,3,3,1755000,0,45,45
Kevin,Byard,Titans,FS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,89,87,89,73,70,78,50,79,88,44,31,26,36,18,17,12,16,75,20,19,55,90,90,34,33,34,33,55,86,Left,31,71,212,26,8/17/1993,3,Middle Tennessee State,3,1,6,6,70500000,19625000,45,45
Kareem,Orr,Titans,FS,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,32,71,195,22,1/2/1997,0,Tennessee-Chattanooga,15,63,3,3,1755000,0,45,45
Derrick,Henry,Titans,HB,10,4,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,81,89,88,84,85,75,97,87,62,88,31,25,20,20,15,15,66,41,44,21,20,36,89,90,16,15,43,38,84,92,Right,22,75,247,25,1/4/1994,3,Alabama,2,13,4,1,5407930,3278855,45,45
Dalyn,Dawkins,Titans,HB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,28,67,183,24,12/26/1994,1,Colorado State,15,63,2,2,1230000,0,45,45
Jeremy,McNichols,Titans,HB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,89,91,86,73,64,76,78,66,84,30,33,28,24,26,18,42,41,25,11,21,78,85,89,25,25,29,24,68,82,Right,30,69,205,23,12/26/1995,2,Boise State,5,34,3,2,1935000,0,45,45
Akeem,Hunt,Titans,HB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,92,92,89,68,70,79,46,62,93,30,25,20,15,15,30,61,34,31,25,25,83,90,87,42,40,35,39,-1,76,Right,31,71,201,26,2/22/1993,4,Purdue,15,63,1,1,720000,0,45,45
Dion,Lewis,Titans,HB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,90,91,94,61,89,87,61,72,79,42,35,30,20,41,15,59,35,29,20,16,82,89,83,20,20,48,44,83,77,Right,33,68,195,28,9/27/1990,8,Pittsburgh,5,21,4,3,19800000,5750000,45,45
Alex,Barnes,Titans,HB,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,86,90,86,81,71,83,83,65,89,31,32,25,16,22,15,55,35,33,20,16,50,90,91,29,25,29,27,76,88,Right,39,72,226,22,10/27/1996,0,Kansas State,15,63,3,3,1758500,7000,45,45
Ryan,Succop,Titans,K,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,62,62,66,64,50,15,39,10,23,25,38,33,15,15,15,15,17,16,29,93,77,10,81,96,16,16,17,17,5,65,Right,4,74,218,32,9/19/1986,10,South Carolina,7,47,5,4,20000000,7500000,45,45
DaQuan,Jones,Titans,LE,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,61,79,66,87,10,40,15,24,76,16,6,6,6,6,17,45,45,87,7,17,10,78,90,45,45,45,45,-1,75,Right,90,76,322,27,12/27/1991,5,Penn State,4,16,3,2,21000000,14000000,45,45
Matt,Dickerson,Titans,LE,2,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,70,79,70,80,12,26,26,30,76,13,6,6,6,6,6,45,45,78,14,12,10,79,84,45,45,45,45,10,86,Right,92,77,292,23,11/9/1995,1,UCLA,15,63,3,2,1719000,15000,45,45
Frank,Herron,Titans,LE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,93,76,305,25,7/9/1994,1,LSU,15,63,2,2,1080000,0,45,45
Amani,Bledsoe,Titans,LE,3,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,95,76,280,21,2/6/1998,0,Oklahoma,15,63,3,3,1763000,25000,45,45
Brent,Urban,Titans,LE,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,75,81,70,79,32,49,50,34,69,25,6,6,6,6,6,45,45,78,17,25,10,80,73,45,45,45,45,22,79,Right,96,79,300,28,5/5/1991,5,Virginia,4,38,1,1,1250000,250000,45,45
Jeffery,Simmons Jr,Titans,LE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,73,84,73,89,17,29,26,27,76,20,6,6,6,6,6,45,45,80,15,16,48,77,84,45,45,45,45,16,78,Right,98,76,303,22,7/28/1997,0,Mississippi State,1,19,4,4,12663754,12663754,45,45
David,Quessenberry,Titans,LG,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,66,80,69,80,15,64,20,63,77,30,6,6,6,6,6,66,65,41,22,21,10,79,95,63,66,67,63,9,72,Right,72,77,309,28,8/24/1990,6,San Jose State,6,16,2,2,1080000,0,45,45
Jamil,Douglas,Titans,LG,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,71,63,77,68,86,21,25,29,40,79,24,6,6,6,6,6,58,60,34,25,25,10,84,93,60,63,60,58,11,65,Right,75,76,309,27,2/28/1992,4,Arizona State,4,18,2,2,1230000,0,45,45
Rodger,Saffold III,Titans,LG,7,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,62,77,69,87,20,25,25,40,67,24,6,6,6,6,6,78,89,32,25,25,10,92,84,87,92,80,76,10,61,Right,76,77,324,31,6/6/1988,9,Indiana,2,1,4,4,44000000,19000000,45,45
Joshua,Smith,Titans,LOLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,40,76,240,22,2/25/1997,0,Vanderbilt,15,63,1,1,495000,0,45,45
D'Andre,Walker,Titans,LOLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,69,82,87,80,76,29,35,36,39,81,20,6,6,6,6,6,45,45,80,14,13,10,86,86,45,45,45,45,14,84,Right,42,74,251,22,1/23/1997,0,Georgia,5,40,4,4,2787768,267768,45,45
LaTroy,Lewis,Titans,LOLB,1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,52,77,86,76,75,57,53,68,58,78,26,6,6,6,6,6,45,45,76,24,20,15,87,88,45,45,45,45,42,83,Right,45,75,255,25,11/9/1993,2,Tennessee,15,63,3,2,1785000,0,45,45
Sharif,Finch,Titans,LOLB,10,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,84,86,82,77,33,22,37,30,76,23,6,6,6,6,6,45,45,78,16,11,10,84,83,45,45,45,45,18,82,Right,56,76,250,23,10/1/1995,1,Temple,15,63,3,2,1726000,42000,45,45
Cameron,Wake,Titans,LOLB,5,0,2,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,92,79,86,84,85,35,45,25,50,95,24,6,6,6,6,6,45,45,79,15,14,10,85,92,45,45,45,45,25,83,Right,91,75,263,37,1/30/1982,14,Penn State,15,63,3,3,23000000,7250000,45,45
Tyler,Marz,Titans,LT,8,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,57,74,53,80,18,22,24,28,69,18,6,6,6,6,6,71,61,30,20,22,10,80,82,67,59,73,68,8,78,Right,69,79,316,26,9/9/1992,3,Wisconsin,15,63,2,1,1200000,0,45,45
Taylor,Lewan,Titans,LT,7,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89,75,85,74,91,20,46,40,53,76,16,6,6,6,6,6,82,77,39,21,23,11,90,88,75,79,80,83,10,89,Right,77,79,309,28,7/22/1991,5,Michigan,1,11,6,5,80000000,34000000,45,45
David,Long Jr,Titans,MLB,3,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,84,87,85,70,37,65,55,61,77,25,6,6,6,6,6,45,45,70,20,20,10,91,82,45,45,45,45,22,85,Right,41,71,225,22,10/12/1996,0,West Virginia,6,28,4,4,2690372,170372,45,45
Ukeme,Eligwe,Titans,MLB,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,85,89,80,76,48,57,36,61,82,35,6,6,6,6,32,45,45,83,15,14,10,85,87,45,45,45,45,-1,77,Right,45,74,239,25,4/27/1994,2,Georgia Southern,5,39,2,2,1380000,0,45,45
Riley,Bullough,Titans,MLB,4,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,81,88,83,79,32,61,38,65,77,20,6,6,6,6,6,45,45,79,14,17,10,86,89,45,45,45,45,17,86,Right,51,74,228,25,11/23/1993,2,Michigan State,15,63,2,1,1200000,0,45,45
Daren,Bates,Titans,MLB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,86,85,77,63,37,65,55,64,79,25,6,6,6,6,6,45,45,79,20,20,10,91,88,45,45,45,45,22,88,Right,53,71,225,28,11/27/1990,6,Auburn,15,63,3,1,6000000,1000000,45,45
Rashaan,Evans,Titans,MLB,0,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,76,83,87,85,83,30,51,48,54,75,25,6,6,6,6,6,45,45,83,22,24,10,88,88,45,45,45,45,22,85,Right,54,74,232,23,11/8/1995,1,Alabama,1,22,4,3,11577192,11577192,45,45
Jayon,Brown,Titans,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,87,88,81,74,51,58,38,63,79,25,6,6,6,6,6,45,45,81,20,20,10,87,90,45,45,45,45,36,82,Right,55,72,226,24,2/26/1995,2,UCLA,5,27,4,2,2671564,271564,45,45
Nigel,Harris,Titans,MLB,2,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,87,88,77,68,68,49,66,53,86,24,6,6,6,6,6,45,45,77,26,19,35,90,88,45,45,45,45,53,88,Right,57,74,225,24,12/7/1994,2,South Florida,15,63,3,2,1785000,0,45,45
Wesley,Woodyard,Titans,MLB,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,83,83,88,80,66,21,67,25,67,79,25,6,6,6,6,6,45,45,90,20,20,10,93,95,45,45,45,45,11,86,Right,59,72,233,33,7/21/1986,11,Kentucky,15,63,2,1,7650000,0,45,45
Austin,Barnard,Titans,P,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,3,75,207,24,6/22/1995,1,Samford,15,63,3,2,1712000,2000,45,45
Brett,Kern,Titans,P,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,65,72,72,45,12,45,10,45,40,45,15,15,15,18,15,20,20,20,90,85,10,75,87,15,15,15,15,5,50,Right,6,74,214,33,2/17/1986,11,Toledo,15,63,4,4,12550000,4000000,45,45
Logan,Woodside,Titans,QB,3,2,0,0,0,0,0,0,-1,0,0,0,4,4,0,2,0,0,0,0,0,0,0,0,-1,-1,0,55,78,84,81,58,45,63,28,21,77,75,76,68,67,69,72,12,18,30,18,13,10,95,89,17,15,12,12,40,86,Right,5,73,213,24,1/27/1995,1,Toledo,7,31,2,2,1080000,0,45,45
Marcus,Mariota,Titans,QB,5,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,79,88,90,89,60,79,66,40,62,89,88,88,85,87,87,83,20,28,28,40,36,10,97,82,20,20,15,15,75,97,Right,8,76,226,25,10/30/1993,4,Oregon,1,2,5,1,24213974,24213974,45,45
Ryan,Tannehill,Titans,QB,7,4,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,75,81,86,83,62,72,59,50,76,85,89,86,81,83,82,80,35,35,36,62,51,20,95,86,30,32,30,31,68,92,Right,17,76,212,31,7/27/1988,7,Texas A&M,1,8,1,1,7000000,6750000,45,45
Eric,Cotton,Titans,RE,7,2,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,50,76,272,24,2/28/1995,1,Stanford,15,63,2,2,1080000,0,45,45
Jurrell,Casey,Titans,RE,5,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,93,71,80,70,92,20,40,24,27,65,15,6,6,6,6,6,45,45,89,15,14,10,92,94,45,45,45,45,10,76,Right,99,73,295,29,12/5/1989,8,USC,3,13,6,4,60400000,22000000,45,45
Aaron,Stinnie,Titans,RG,4,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,65,75,63,79,10,20,15,35,68,21,6,6,6,6,6,63,63,29,16,12,10,81,90,62,65,59,64,5,86,Right,61,75,312,25,2/18/1994,1,James Madison,15,63,3,2,1715000,5000,45,45
