Team,First Name,Last Name,Position,Awareness,Speed,Acceleration,Agility,Strength,Elusiveness,Carrying,Trucking,Catching,Jumping,Throw Power,Throw Accuracy Short,Throw Accuracy Mid,Throw Accuracy Deep,Throw on the Run,Throw Accuracy,Pass Block,Run Block,Pass Block Strength,Pass Block Footwork,Run Block Strength,Run Block Footwork,Tackle,Kick Power,Kick Accuracy,Kick Return,Stamina,Injury,Toughness
Rams,Ian,Seau,ROLB,49,81,87,84,79,,42,33,38,82,22,6,6,6,,,46,45,,,,,77,20,19,9,77,86,79
Rams,Isaiah,Battle,RT,59,65,78,69,77,,40,30,15,67,26,6,6,6,,,79,72,,,,,40,35,8,14,90,90,85
Rams,Rob,Havenstein,RT,68,56,75,45,79,,40,21,27,76,11,6,6,6,,,80,79,,,,,35,15,12,10,78,90,83
Rams,Maurice,Alexander,SS,53,90,90,86,68,,60,49,52,88,21,6,6,6,,,45,45,,,,,74,19,22,35,91,89,74
Rams,Christian,Bryant,SS,51,87,86,85,63,,58,35,56,85,30,6,6,6,,,45,45,,,,,67,45,35,45,88,79,75
Rams,T.J.,McDonald Jr.,SS,76,87,92,81,64,,65,54,66,94,25,15,10,10,,,45,45,,,,,77,15,17,50,90,84,82
Rams,Justice,Cunningham,TE,53,72,85,74,66,,74,60,74,87,35,15,10,6,,,63,77,,,,,44,25,15,40,83,95,86
Rams,Temarrick,Hemingway,TE,48,82,86,81,73,,72,71,72,80,26,15,10,9,,,52,62,,,,,32,21,19,18,85,89,87
Rams,Tyler,Higbee,TE,50,80,82,85,79,,78,73,83,83,26,22,18,16,,,59,68,,,,,34,21,19,18,85,88,89
Rams,Lance,Kendricks,TE,75,81,88,79,65,,69,65,79,86,35,15,10,6,,,72,61,,,,,35,30,30,35,90,94,79
Rams,Jake,McQuaide,TE,65,67,82,68,72,,71,25,60,59,25,6,6,6,,,62,48,,,,,49,21,29,10,77,88,75
Rams,Tavon,Austin,WR,85,95,94,98,49,,83,48,83,85,37,15,10,6,,,34,52,,,,,21,21,20,93,95,93,84
Rams,Kenny,Britt,WR,82,87,89,84,77,,73,76,85,91,26,15,10,6,,,50,34,,,,,30,25,15,25,95,82,96
Rams,Pharoh,Cooper,WR,57,87,89,91,72,,69,27,78,85,36,29,27,24,,,38,49,,,,,26,23,22,77,89,88,78
Rams,Deon,Long,WR,46,88,89,87,65,,69,42,81,84,35,25,20,15,,,34,35,,,,,34,25,24,67,87,82,85
Rams,Bradley,Marquez,WR,56,88,87,87,63,,68,32,72,92,29,15,10,6,,,26,58,,,,,25,15,24,53,87,88,76
Rams,Paul,McRoberts,WR,42,83,88,86,68,,63,51,77,84,35,30,25,15,,,36,47,,,,,31,23,22,83,88,87,76
Rams,Marquez,North,WR,41,91,91,89,72,,63,29,75,83,32,15,10,6,,,40,47,,,,,22,23,22,65,88,87,82
Rams,Brian,Quick,WR,73,87,87,86,69,,73,73,79,88,40,20,15,15,,,45,58,,,,,40,19,15,35,92,87,77
Rams,Mike,Thomas,WR,55,88,89,89,70,,65,31,76,91,23,15,10,6,,,35,43,,,,,13,19,19,81,88,90,86
Ravens,Ryan,Jensen,C,61,61,75,64,90,,45,32,35,65,10,6,6,6,,,74,82,,,,,48,13,10,11,82,92,85
Ravens,Jeremy,Zuttah,C,85,67,78,62,85,,45,20,45,49,30,6,6,6,,,81,82,,,,,30,25,25,10,74,93,87
Ravens,Kyle,Arrington,CB,82,86,88,86,57,,55,30,76,87,20,10,10,10,,,45,45,,,,,59,22,17,45,92,88,65
Ravens,Will,Davis,CB,68,87,89,93,55,,64,35,69,90,21,6,6,6,,,45,45,,,,,42,15,11,72,91,85,66
Ravens,Jerraud,Powers,CB,82,87,89,86,57,,45,10,71,87,17,6,6,6,,,45,45,,,,,58,18,22,45,94,90,55
Ravens,Jumal,Rolle,CB,63,87,91,89,62,,56,28,62,86,40,6,6,6,,,45,45,,,,,47,25,25,65,88,91,70
Ravens,Jimmy,Smith,CB,81,88,90,91,70,,69,55,76,88,14,6,6,6,,,45,45,,,,,73,14,16,45,91,88,92
Ravens,Lardarius,Webb,CB,83,89,91,90,51,,66,20,70,90,25,15,10,10,,,45,45,,,,,60,20,20,76,95,88,76
Ravens,Shareece,Wright,CB,70,89,87,89,54,,59,30,62,85,18,6,6,6,,,45,45,,,,,62,12,12,45,91,85,85
Ravens,Tavon,Young,CB,53,90,92,90,69,,66,16,68,83,17,6,6,6,,,16,22,,,,,56,21,24,72,90,91,84
Ravens,Carl,Davis,DT,57,69,82,55,88,,45,25,34,82,25,6,6,6,,,45,45,,,,,80,19,15,10,67,84,75
Ravens,Willie,Henry,DT,55,72,82,77,86,,39,36,36,78,23,6,6,6,,,28,37,,,,,82,17,17,9,84,87,77
Ravens,Brandon,Williams,DT,88,58,78,62,96,,55,25,40,78,14,6,6,6,,,45,45,,,,,92,17,11,10,69,87,76
Ravens,Kyle,Juszczyk,FB,76,81,87,74,75,,77,82,69,89,35,20,15,10,,,71,76,,,,,45,19,19,45,89,93,87
Ravens,Terrence,Brooks,FS,60,91,91,87,52,,60,39,54,89,30,6,6,6,,,45,45,,,,,62,22,24,68,91,83,73
Ravens,Anthony,Levine Sr.,FS,58,85,89,88,68,,59,34,51,88,22,6,6,6,,,45,45,,,,,69,26,21,37,84,88,72
Ravens,Kendrick,Lewis,FS,73,80,86,82,60,,64,33,63,88,30,15,10,10,,,45,45,,,,,78,20,15,35,91,81,86
Ravens,Eric,Weddle,FS,90,86,91,89,65,,70,25,73,81,30,6,6,6,,,45,45,,,,,79,45,35,67,99,95,80
Ravens,Javorius,Allen,HB,66,88,90,83,63,,84,81,66,85,26,30,25,15,,,48,35,,,,,28,28,22,33,84,89,76
Ravens,Kenneth,Dixon,HB,62,87,90,89,73,,73,84,56,89,29,24,22,17,,,41,31,,,,,36,21,20,48,89,87,88
Ravens,Justin,Forsett,HB,85,86,89,90,63,,89,68,67,79,30,44,38,25,,,46,30,,,,,20,25,25,67,92,88,75
Ravens,Keenan,Reynolds,HB,51,87,88,84,72,,70,59,45,93,68,70,67,58,,,36,27,,,,,39,21,18,70,91,92,92
Ravens,Trent,Richardson,HB,74,87,89,83,79,,85,79,60,90,39,15,15,15,,,69,54,,,,,42,25,22,57,87,88,85
Ravens,Lorenzo,Taliaferro,HB,62,86,87,82,77,,82,89,60,84,32,35,30,20,,,60,47,,,,,45,20,22,55,87,91,88
Ravens,Terrance,West,HB,70,87,89,86,69,,82,67,60,82,39,35,30,15,,,57,49,,,,,40,35,33,55,90,91,88
Ravens,Justin,Tucker,K,67,75,74,65,40,,35,10,35,36,26,35,30,25,,,17,12,,,,,13,98,91,10,85,95,62
Ravens,Timmy,Jernigan,LE,73,70,82,72,85,,55,35,50,75,26,6,6,6,,,45,50,,,,,83,32,19,10,80,90,76
Ravens,Kapron,Lewis-Moore,LE,59,66,73,63,89,,35,29,35,62,12,6,6,6,,,45,45,,,,,84,19,19,10,70,74,90
Ravens,James,Hurst,LG,76,51,71,51,78,,64,20,42,60,30,6,6,6,,,74,72,,,,,41,22,21,10,76,87,75
Ravens,John,Urschel,LG,75,61,80,55,87,,45,29,48,78,25,6,6,6,,,73,76,,,,,38,11,11,10,79,95,87
Ravens,Chris,Carter,LOLB,69,83,87,75,64,,65,30,39,68,19,6,6,6,,,45,45,,,,,76,15,15,10,82,85,88
Ravens,Kamalei,Correa,LOLB,68,83,87,85,75,,50,28,47,84,22,6,6,6,,,21,27,,,,,81,21,19,10,84,89,87
Ravens,Elvis,Dumervil,LOLB,92,76,82,78,78,,40,40,49,73,34,6,6,6,,,45,45,,,,,77,20,19,12,90,83,84
Ravens,Stephane,Nembot,LT,45,61,75,60,87,,30,25,30,66,10,6,6,6,,,70,72,,,,,34,11,11,10,83,90,78
Ravens,Ronnie,Stanley,LT,72,66,80,75,82,,32,27,24,73,22,6,6,6,,,86,83,,,,,31,20,17,9,88,91,81
Ravens,Arthur,Brown,MLB,67,84,87,87,69,,56,47,52,81,36,6,6,6,,,45,45,,,,,87,10,16,10,90,86,86
Ravens,Kavell,Conner,MLB,74,82,88,82,65,,35,35,49,76,18,6,6,6,,,45,45,,,,,86,14,40,10,92,78,65
Ravens,Albert,McClellan,MLB,72,77,83,74,76,,55,53,47,71,34,6,6,6,,,45,45,,,,,79,25,25,10,86,91,85
Ravens,C.J.,Mosley,MLB,83,84,89,87,68,,65,35,72,86,25,6,6,6,,,45,45,,,,,92,20,20,10,97,86,87
Ravens,Zachary,Orr,MLB,66,81,83,72,62,,60,39,50,82,20,6,6,6,,,45,45,,,,,77,20,20,10,84,93,90
Ravens,Sam,Koch,P,72,71,77,67,50,,40,16,25,37,40,30,30,25,,,17,19,,,,,33,91,94,10,85,85,65
Ravens,Joe,Flacco,QB,82,72,81,67,72,,61,40,31,54,97,84,85,77,,,15,20,,,,,30,25,25,10,96,95,94
Ravens,Josh,Johnson,QB,65,83,82,85,53,,60,24,54,84,87,74,74,71,,,15,20,,,,,30,25,25,10,89,92,70
Ravens,Ryan,Mallett,QB,62,57,69,49,73,,71,45,15,44,94,79,76,73,,,20,21,,,,,20,22,14,10,90,85,88
Ravens,Lawrence,Guy,RE,72,71,79,66,84,,40,30,35,65,19,6,6,6,,,45,45,,,,,81,15,15,10,73,92,93
Ravens,Bronson,Kaufusi,RE,59,77,85,72,81,,44,29,51,79,22,6,6,6,,,22,26,,,,,77,21,19,9,83,90,91
Ravens,Brent,Urban,RE,56,75,82,70,79,,49,50,42,69,25,6,6,6,,,45,45,,,,,75,17,25,10,80,74,79
Ravens,Vladimir,Ducasse,RG,79,61,78,60,92,,25,10,12,55,25,6,6,6,,,71,82,,,,,32,22,21,10,76,89,92
Ravens,Marshal,Yanda,RG,91,61,80,67,93,,40,25,32,64,20,6,6,6,,,96,98,,,,,45,20,20,10,85,93,99
Ravens,Matt,Judon,ROLB,51,81,87,81,86,,43,29,42,79,22,6,6,6,,,23,29,,,,,80,21,19,9,85,84,80
Ravens,Victor,Ochi,ROLB,53,77,86,70,79,,36,33,45,77,22,6,6,6,,,44,45,,,,,78,21,19,9,90,90,85
Ravens,Za'Darius,Smith,ROLB,64,81,84,71,78,,45,29,40,78,19,6,6,6,,,45,45,,,,,80,15,21,10,84,88,87
Ravens,Terrell,Suggs,ROLB,86,77,83,74,90,,65,44,51,79,19,6,6,6,,,45,45,,,,,92,26,17,10,95,88,96
Ravens,Alex,Lewis,RT,58,65,78,70,85,,29,24,26,74,28,6,6,6,,,78,76,,,,,30,25,25,10,86,89,88
Ravens,Rick,Wagner,RT,74,65,79,57,87,,55,24,54,78,17,6,6,6,,,78,75,,,,,35,20,20,10,85,84,88
Ravens,De'Ondre,Wesley,RT,49,63,78,56,83,,40,45,25,75,35,6,6,6,,,75,78,,,,,39,18,28,10,84,88,87
Ravens,Maurice,Canady,SS,50,89,89,90,71,,62,28,67,87,26,6,6,6,,,17,24,,,,,69,18,17,56,88,88,80
Ravens,Matt,Elam,SS,63,86,89,88,62,,62,55,68,87,35,15,10,10,,,45,45,,,,,67,20,19,45,93,89,88
Ravens,Nick,Boyle,TE,66,72,86,74,72,,74,72,82,88,19,15,10,6,,,76,78,,,,,35,17,18,10,86,92,87
Ravens,Morgan,Cox,TE,73,67,77,66,64,,67,33,58,48,22,10,10,10,,,66,51,,,,,65,29,18,10,75,90,78
Ravens,Crockett,Gillmore,TE,72,78,82,77,67,,74,64,82,83,35,15,10,6,,,56,76,,,,,38,20,20,30,87,93,75
Ravens,Dennis,Pitta,TE,81,79,84,79,63,,65,66,88,86,23,15,10,6,,,52,69,,,,,15,18,22,8,85,68,70
Ravens,Benjamin,Watson,TE,87,79,80,74,72,,75,72,82,85,20,15,10,6,,,50,65,,,,,42,18,14,6,84,85,88
Ravens,Maxx,Williams,TE,61,80,87,82,69,,76,73,84,85,45,15,10,6,,,60,80,,,,,42,22,22,40,84,87,74
Ravens,Kamar,Aiken,WR,84,87,88,85,62,,73,63,86,89,35,15,10,6,,,45,48,,,,,37,22,19,76,83,92,60
Ravens,Daniel,Brown,WR,53,86,89,87,62,,74,52,76,89,37,15,10,6,,,47,51,,,,,39,19,15,35,86,89,79
Ravens,Michael,Campanaro,WR,66,89,91,88,66,,69,40,81,90,35,25,20,15,,,32,59,,,,,33,25,24,90,91,87,86
Ravens,Kaelin,Clay,WR,58,90,89,88,59,,65,29,73,83,25,25,20,20,,,30,35,,,,,32,25,21,83,89,81,74
Ravens,Chris,Matthews,WR,62,86,88,89,69,,75,65,82,92,21,15,10,6,,,45,57,,,,,35,25,17,40,88,90,79
Ravens,Chris,Moore,WR,58,90,90,92,62,,71,28,77,88,26,18,15,12,,,40,48,,,,,26,23,22,62,87,89,77
Ravens,Breshad,Perriman,WR,54,95,92,89,70,,69,65,77,87,36,20,20,15,,,33,55,,,,,29,24,21,60,85,76,74
Ravens,Steve,Smith Sr.,WR,92,88,90,89,71,,68,71,93,87,17,15,10,6,,,35,59,,,,,34,19,19,80,95,88,99
Ravens,Mike,Wallace,WR,77,91,93,89,56,,69,48,85,89,28,15,10,6,,,33,41,,,,,32,16,17,79,97,92,75
Ravens,Darren,Waller,WR,62,90,90,84,64,,70,69,77,87,35,15,10,6,,,44,57,,,,,32,22,14,22,84,91,80
Redskins,Josh,LeRibeus,C,69,59,77,60,88,,40,20,40,68,30,6,6,6,,,77,71,,,,,35,21,20,10,86,87,89
Redskins,Kory,Lichtensteiger,C,86,59,77,60,81,,45,20,45,49,30,6,6,6,,,75,74,,,,,30,25,25,10,94,81,92
Redskins,Austin,Reiter,C,56,66,83,68,77,,40,25,25,83,15,6,6,6,,,72,77,,,,,38,15,14,10,84,91,75
Redskins,Nick,Sundberg,C,62,68,70,69,69,,32,10,40,44,37,6,6,6,,,64,66,,,,,49,15,21,10,75,85,70
Redskins,Will,Blackmon,CB,76,84,86,87,50,,72,10,72,86,24,6,6,6,,,45,45,,,,,59,10,11,72,96,79,78
Redskins,Bashaud,Breeland,CB,82,87,90,91,49,,59,30,73,85,20,6,6,6,,,45,45,,,,,66,22,17,40,93,89,69
Redskins,Quinton,Dunbar,CB,67,90,95,87,59,,59,36,72,85,37,6,6,6,,,45,45,,,,,50,15,11,70,90,89,77
Redskins,Kendall,Fuller,CB,57,90,93,86,70,,63,28,69,87,27,6,6,6,,,19,27,,,,,67,18,17,60,88,84,80
Redskins,Jeremy,Harris,CB,63,88,88,92,41,,62,10,54,90,12,6,6,6,,,45,45,,,,,54,18,10,50,90,93,70
Redskins,Josh,Norman,CB,93,90,92,92,59,,64,28,82,85,35,6,6,6,,,45,47,,,,,64,20,20,35,94,97,87
Redskins,Dashaun,Phillips,CB,44,88,89,93,62,,69,25,73,94,25,6,6,6,,,41,41,,,,,46,15,11,48,91,89,89
Redskins,Greg,Toler,CB,79,86,88,84,61,,54,10,60,90,10,6,6,6,,,45,45,,,,,73,9,9,50,94,87,72
Redskins,Kedric,Golston,DT,74,70,77,62,83,,40,10,21,49,28,6,6,6,,,45,45,,,,,75,19,15,10,65,83,82
Redskins,Ziggy,Hood,DT,73,73,84,65,81,,40,10,25,70,20,6,6,6,,,45,45,,,,,73,20,20,10,74,87,79
Redskins,Jerrell,Powe,DT,65,61,76,55,92,,40,20,39,56,26,6,6,6,,,45,45,,,,,75,25,25,10,66,88,84
Redskins,Deshazor,Everett,FS,56,87,89,85,67,,57,32,60,92,29,6,6,6,,,45,45,,,,,62,14,17,50,88,89,75
Redskins,DeAngelo,Hall,FS,82,88,88,86,47,,55,10,80,89,27,6,6,6,,,45,45,,,,,68,15,14,62,92,80,87
Redskins,Kyshoen,Jarrett,FS,62,89,90,88,73,,64,15,61,83,29,6,6,6,,,45,45,,,,,74,15,15,74,90,82,74
Redskins,Matt,Jones,HB,79,89,91,84,72,,78,89,62,79,25,30,25,15,,,52,52,,,,,35,20,18,40,82,76,86
Redskins,Keith,Marshall,HB,50,94,93,90,80,,83,45,60,81,24,20,17,15,,,38,24,,,,,29,21,20,70,86,84,81
Redskins,Silas,Redd Jr.,HB,51,82,87,86,66,,82,79,56,88,34,35,30,20,,,60,45,,,,,35,25,25,77,84,82,76
Redskins,Chris,Thompson,HB,73,90,93,88,62,,83,38,64,86,29,35,30,20,,,39,37,,,,,35,22,21,75,87,70,58
Redskins,Dustin,Hopkins,K,59,76,73,67,61,,40,10,35,73,45,35,30,25,,,20,20,,,,,28,93,86,10,88,87,65
Redskins,Chris,Baker,LE,81,70,83,60,87,,40,22,25,70,21,6,6,6,,,45,45,,,,,77,24,18,10,77,88,70
Redskins,Matthew,Ioannidis,LE,50,71,81,66,88,,41,32,36,77,23,6,6,6,,,22,36,,,,,82,17,17,9,83,91,90
Redskins,Stephen,Paea,LE,78,70,76,54,98,,40,35,20,58,23,6,6,6,,,45,45,,,,,83,22,17,14,72,85,96
Redskins,Arie,Kouandjio,LG,52,56,76,46,84,,25,24,20,74,20,6,6,6,,,72,81,,,,,35,20,20,10,76,73,80
Redskins,Shawn,Lauvao,LG,82,63,76,51,86,,40,10,17,45,17,6,6,6,,,75,81,,,,,25,15,28,10,80,88,92
Redskins,Spencer,Long,LG,58,66,76,53,88,,40,25,35,65,31,6,6,6,,,75,88,,,,,29,16,12,10,85,78,75
Redskins,Junior,Galette,LOLB,81,78,84,78,75,,35,10,40,74,20,6,6,6,,,45,45,,,,,79,21,14,10,87,76,87
Redskins,Terence,Garvin,LOLB,65,81,84,76,68,,55,55,42,82,34,6,6,6,,,45,45,,,,,78,25,25,10,85,92,76
Redskins,Ryan,Kerrigan,LOLB,88,82,87,77,86,,45,25,62,69,37,6,6,6,,,45,45,,,,,83,35,30,10,99,92,85
Redskins,Lynden,Trail,LOLB,47,77,83,79,76,,65,45,67,87,15,6,6,6,,,45,45,,,,,71,11,12,10,78,94,74
Redskins,Mike,Wakefield,LOLB,45,74,84,80,73,,65,25,48,75,13,6,6,6,,,45,45,,,,,82,20,11,10,88,88,80
Redskins,Cody,Booth,LT,53,58,78,58,82,,65,49,63,79,16,6,6,6,,,74,77,,,,,35,21,23,11,79,92,70
Redskins,Trent,Williams,LT,92,75,81,71,92,,40,10,20,67,12,6,6,6,,,95,88,,,,,32,11,10,10,85,90,92
Redskins,Will,Compton,MLB,74,84,88,83,73,,60,32,42,82,37,6,6,6,,,45,45,,,,,81,18,35,10,87,91,82
Redskins,Steven,Daniels,MLB,53,77,85,76,80,,50,36,55,83,14,6,6,6,,,21,29,,,,,78,12,10,10,89,93,93
Redskins,Carlos,Fields,MLB,57,87,87,84,70,,43,39,49,93,25,6,6,6,,,45,45,,,,,79,22,21,15,88,91,79
Redskins,Mason,Foster,MLB,73,78,87,81,65,,50,45,65,67,25,6,6,6,,,45,45,,,,,84,20,20,10,91,87,87
Redskins,Adam,Hayward,MLB,74,84,88,85,70,,65,40,30,86,30,6,6,6,,,45,45,,,,,79,25,25,10,85,90,84
Redskins,Perry,Riley Jr.,MLB,77,79,86,68,81,,55,10,65,72,33,6,6,6,,,45,45,,,,,89,21,25,10,87,89,92
Redskins,Martrell,Spaight,MLB,53,78,87,81,77,,60,49,54,85,25,6,6,6,,,45,45,,,,,85,26,20,10,86,88,75
Redskins,Tress,Way,P,68,75,67,65,44,,51,10,45,69,49,30,30,25,,,11,14,,,,,29,97,89,10,82,92,65
Redskins,Kirk,Cousins,QB,87,75,82,65,52,,60,20,22,76,89,89,87,82,,,13,14,,,,,15,12,19,10,94,88,90
Redskins,Colt,McCoy,QB,70,75,84,78,46,,70,25,47,65,81,83,77,73,,,18,22,,,,,27,30,32,10,94,88,97
Redskins,Nate,Sudfeld,QB,51,75,79,61,67,,69,26,23,67,93,78,74,72,,,17,21,,,,,30,24,21,11,92,90,85
Redskins,Ricky,Jean Francois,RE,84,61,76,66,83,,40,10,23,65,19,6,6,6,,,45,45,,,,,82,15,11,10,81,82,72
Redskins,Trent,Murphy,RE,77,76,87,77,73,,60,38,42,86,18,6,6,6,,,45,45,,,,,88,14,32,10,83,90,88
Redskins,Kendall,Reyes,RE,74,76,85,67,89,,39,35,35,84,15,6,6,6,,,45,45,,,,,78,12,11,10,82,90,69
Redskins,Takoby,Cofield,RG,61,65,75,48,80,,40,15,45,80,30,6,6,6,,,72,81,,,,,33,25,25,10,76,94,84
Redskins,Nila,Kasitati,RG,42,64,79,53,75,,45,25,45,68,25,6,6,6,,,76,79,,,,,38,11,11,10,85,88,85
Redskins,Brandon,Scherff,RG,75,71,79,70,85,,40,25,35,81,30,6,6,6,,,75,89,,,,,32,25,25,10,88,85,94
Redskins,Houston,Bates,ROLB,58,83,87,65,74,,45,46,44,56,25,6,6,6,,,45,45,,,,,77,15,19,15,91,87,89
Redskins,Preston,Smith,ROLB,73,82,89,74,81,,55,45,49,83,20,6,6,6,,,45,45,,,,,79,37,30,10,75,93,76
Redskins,Morgan,Moses,RT,69,59,71,60,89,,45,20,35,64,30,6,6,6,,,82,84,,,,,30,25,25,10,84,85,80
Redskins,Ty,Nsekhe,RT,67,56,71,63,84,,25,25,40,73,24,6,6,6,,,76,78,,,,,38,25,25,10,77,85,74
Redskins,David,Bruton Jr.,SS,71,88,89,78,64,,60,49,66,85,24,6,6,6,,,45,45,,,,,69,26,19,35,91,90,85
Redskins,Su'a,Cravens,SS,63,84,89,87,71,,79,44,75,81,23,6,6,6,,,22,26,,,,,79,21,18,10,88,92,94
Redskins,Duke,Ihenacho,SS,74,86,87,86,68,,65,48,63,90,24,15,10,10,,,45,45,,,,,72,15,19,58,86,89,78
Redskins,Derek,Carrier,TE,68,86,88,91,64,,75,68,77,90,29,15,10,6,,,78,67,,,,,34,15,19,40,83,88,75
Redskins,Vernon,Davis,TE,74,86,88,84,85,,76,80,75,88,25,15,10,6,,,50,78,,,,,50,15,11,40,84,90,84
Redskins,Marcel,Jensen,TE,48,78,85,72,75,,72,64,70,85,35,15,10,6,,,55,76,,,,,42,25,15,40,85,87,76
Redskins,Niles,Paul,TE,69,87,92,82,69,,69,69,77,83,35,15,10,6,,,50,66,,,,,38,30,30,76,88,93,74
Redskins,Logan,Paulsen,TE,75,72,79,71,76,,68,64,68,67,25,15,10,6,,,66,78,,,,,39,29,19,10,87,89,82
Redskins,Jordan,Reed,TE,93,86,88,87,64,,74,71,92,85,65,61,54,43,,,55,63,,,,,45,25,15,10,90,84,72
Redskins,Jamison,Crowder,WR,74,90,91,94,62,,57,33,82,87,35,15,10,6,,,30,39,,,,,25,30,30,84,92,91,80
Redskins,Reggie,Diggs,WR,44,87,91,88,61,,60,51,74,90,35,15,10,6,,,36,47,,,,,31,23,22,65,88,87,80
Redskins,Josh,Doctson,WR,72,89,90,88,66,,71,54,87,94,25,20,15,15,,,32,34,,,,,34,23,22,54,93,88,84
Redskins,Pierre,Garcon,WR,86,88,91,87,66,,71,61,82,90,35,15,10,6,,,40,60,,,,,35,30,30,77,94,90,72
Redskins,Ryan,Grant,WR,76,87,89,92,51,,59,31,80,86,35,15,10,6,,,35,43,,,,,32,20,22,39,91,87,69
Redskins,DeSean,Jackson,WR,85,93,93,96,43,,65,42,90,87,40,15,10,6,,,30,35,,,,,22,30,30,88,97,84,72
Redskins,Rashad,Ross,WR,59,92,89,88,48,,69,34,76,86,35,15,15,10,,,40,42,,,,,35,30,30,89,87,88,78
Redskins,Valdez,Showers,WR,43,89,92,90,61,,60,51,72,83,35,15,10,6,,,30,40,,,,,31,23,22,80,88,87,76
Saints,Jack,Allen,C,44,63,77,59,79,,38,20,32,66,24,5,5,5,,,76,76,,,,,35,20,20,9,81,89,84
Saints,Marcus,Henry,C,42,68,82,67,83,,38,20,32,73,24,6,6,6,,,76,76,,,,,35,20,20,9,81,89,84
Saints,Max,Unger,C,90,59,76,57,84,,40,10,29,20,17,6,6,6,,,86,79,,,,,26,19,16,10,85,89,95
Saints,Delvin,Breaux,CB,79,90,89,88,63,,60,24,70,87,22,6,6,6,,,45,45,,,,,63,21,24,50,91,78,79
Saints,Tony,Carter,CB,65,87,89,87,45,,55,32,61,86,25,6,6,6,,,45,45,,,,,49,10,15,40,85,88,62
Saints,Brandon,Dixon,CB,47,91,90,85,61,,68,35,58,84,35,6,6,6,,,45,45,,,,,47,25,25,50,87,90,85
Saints,Brian,Dixon,CB,58,91,88,82,62,,60,20,68,80,25,15,10,10,,,45,45,,,,,43,20,20,55,87,93,83
Saints,De'Vante,Harris,CB,41,88,92,92,66,,62,24,58,90,35,6,6,6,,,45,45,,,,,53,25,21,65,90,93,65
Saints,Keenan,Lewis,CB,76,85,89,85,66,,60,10,69,84,10,6,6,6,,,45,45,,,,,66,15,16,30,89,93,84
Saints,Damian,Swann,CB,64,89,89,85,49,,58,25,65,83,27,6,6,6,,,45,45,,,,,45,11,15,68,91,87,84
Saints,P.J.,Williams,CB,51,90,95,85,62,,61,25,63,91,39,6,6,6,,,45,45,,,,,70,20,20,60,88,90,85
Saints,Kyle,Wilson,CB,67,87,89,91,64,,56,40,53,87,12,6,6,6,,,45,45,,,,,56,12,10,77,92,96,93
Saints,Tyeler,Davison,DT,67,67,81,61,91,,35,28,35,82,10,6,6,6,,,45,45,,,,,71,15,14,10,71,88,77
Saints,Nick,Fairley,DT,70,74,80,72,88,,40,55,45,79,15,6,6,6,,,45,45,,,,,86,12,11,10,83,87,95
Saints,John,Jenkins,DT,78,64,77,65,92,,40,45,35,65,25,6,6,6,,,45,45,,,,,85,23,17,10,75,88,76
Saints,Sheldon,Rankins,DT,67,71,83,80,86,,38,33,41,83,23,6,6,6,,,27,33,,,,,84,17,17,9,83,90,91
Saints,Sione,Houma,FB,43,77,84,77,84,,73,82,63,75,35,20,15,10,,,61,65,,,,,45,19,19,45,89,93,87
Saints,Austin,Johnson,FB,68,79,83,70,79,,72,68,58,77,30,20,15,10,,,61,71,,,,,72,19,22,10,82,91,85
Saints,Vonn,Bell,FS,55,88,89,85,70,,69,45,72,87,26,6,6,6,,,19,26,,,,,72,20,19,48,89,88,81
Saints,Jairus,Byrd,FS,82,85,89,91,66,,65,10,81,91,10,6,6,6,,,45,45,,,,,72,15,15,30,97,84,90
Saints,Travaris,Cadet,HB,68,86,84,89,61,,73,65,65,84,35,6,6,6,,,46,46,,,,,38,30,30,80,88,83,85
Saints,Tim,Hightower,HB,80,84,87,77,76,,78,85,64,69,30,35,30,20,,,30,25,,,,,20,74,65,55,82,85,86
Saints,Mark,Ingram,HB,84,87,91,87,74,,90,86,65,80,35,35,30,25,,,71,46,,,,,25,25,25,45,95,83,95
Saints,Daniel,Lasco,HB,54,90,92,84,78,,80,50,59,88,28,20,16,15,,,44,24,,,,,29,21,20,71,85,84,75
Saints,Marcus,Murphy,HB,53,86,88,85,66,,81,37,60,79,25,29,25,20,,,35,30,,,,,19,20,14,89,83,77,60
Saints,C.J.,Spiller,HB,81,90,92,95,62,,78,54,71,91,35,45,35,30,,,50,32,,,,,35,25,22,87,88,82,75
Saints,Connor,Barth,K,66,68,64,55,40,,40,10,23,25,40,15,15,15,,,17,16,,,,,29,88,87,10,75,84,70
Saints,Kai,Forbath,K,57,73,66,65,44,,42,10,35,65,35,35,30,25,,,16,21,,,,,23,85,88,10,91,87,65
Saints,Obum,Gwacham,LE,48,82,86,80,74,,60,50,70,86,25,6,6,6,,,45,51,,,,,68,24,22,10,79,87,70
Saints,Cameron,Jordan,LE,86,80,86,75,91,,40,10,35,69,30,6,6,6,,,45,45,,,,,89,33,29,10,91,95,85
Saints,D.J.,Pettway,LE,41,77,86,73,74,,43,33,39,71,22,6,6,6,,,44,45,,,,,75,21,19,9,80,87,80
Saints,C.J.,Wilson,LE,73,74,82,64,87,,40,25,25,74,20,10,10,10,,,45,45,,,,,85,25,21,6,75,92,62
Saints,Kaleb,Eulls,LG,59,67,78,68,88,,40,37,35,53,31,6,6,6,,,69,74,,,,,72,11,20,10,81,89,85
