team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,throw_accuracy,pass_block,run_block,pass_block_power,pass_block_finesse,run_block_power,run_block_finesse,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Redskins,Ryan,Kerrigan,LOLB,89,81,87,77,86,10,45,25,62,69,37,6,6,6,6,28,45,45,45,45,45,45,83,35,30,10,99,92,85,Right,91,76,259,29,8/16/1988,7,Purdue,1,16,6,4,57500000,23788000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Zach,Vigil,LOLB,58,83,90,81,75,35,50,50,65,82,18,6,6,6,6,29,45,45,45,45,45,45,76,22,29,10,89,91,72,Right,56,74,238,26,3/28/1991,3,Utah State,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,T.J.,Clemmings,LT,72,68,78,70,85,10,55,25,45,82,30,6,6,6,6,21,71,72,84,76,87,86,55,25,25,10,85,92,84,Right,69,77,309,26,11/18/1991,3,Pittsburgh,4,14,4,2,2804956,524956,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Ty,Nsekhe,LT,77,74,81,63,84,20,25,25,40,73,24,6,6,6,6,24,77,80,74,72,76,73,38,25,25,10,77,85,74,Right,79,80,338,32,10/27/1985,6,Texas State,15,63,1,1,690000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Trent,Williams,LT,95,76,82,71,95,15,40,10,20,67,12,6,6,6,6,8,95,94,91,97,85,93,32,11,10,10,85,90,92,Right,71,77,320,29,7/19/1988,8,Oklahoma,1,4,6,4,66000000,30000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Zach,Brown,MLB,88,88,88,88,66,47,60,10,74,87,17,6,6,6,6,19,45,45,45,45,45,45,87,21,20,10,88,90,64,Right,53,73,251,28,10/23/1989,6,North Carolina,2,20,1,1,2300000,700000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Will,Compton,MLB,83,85,89,83,73,15,60,32,58,82,37,6,6,6,6,29,45,45,45,45,45,45,82,18,35,10,87,91,82,Right,51,73,235,28,9/19/1989,5,Nebraska,15,63,1,1,1797000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Mason,Foster,MLB,87,79,88,81,73,27,50,45,65,67,25,6,6,6,6,25,45,45,45,45,45,45,84,20,20,10,91,87,87,Right,54,73,250,28,3/1/1989,7,Washington,3,20,2,1,2500000,350000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Josh,Harvey-Clmns.,MLB,62,81,86,85,69,61,61,43,67,80,30,15,10,10,15,25,45,45,45,45,45,45,79,15,19,35,89,88,74,Right,40,76,226,23,2/20/1994,1,Louisville,7,38,4,4,2484320,84320,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Pete,Robertson,MLB,53,72,83,73,71,33,40,24,47,71,25,6,6,6,6,33,20,29,30,30,30,30,74,14,12,10,87,84,92,Right,45,74,243,25,12/12/1992,2,Texas Tech,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Martrell,Spaight,MLB,59,78,87,81,77,35,60,49,54,85,25,6,6,6,6,25,45,45,45,45,45,45,85,26,20,10,86,88,75,Right,50,72,243,24,8/5/1993,3,Arkansas,5,13,4,2,2517948,237948,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Tress,Way,P,60,76,71,65,44,20,51,10,45,69,54,53,50,47,28,42,11,14,11,11,14,14,29,98,84,10,82,92,65,Left,5,73,216,27,4/18/1990,5,Oklahoma,15,63,5,4,7800000,1850000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Kirk,Cousins,QB,85,79,85,69,52,54,60,24,22,76,92,89,85,84,83,90,13,14,13,13,14,14,38,12,19,10,94,88,90,Right,8,75,202,29,8/19/1988,6,Michigan State,4,6,1,1,23943600,23943600,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Colt,McCoy,QB,71,77,85,81,46,64,70,25,47,65,81,83,76,72,78,77,18,22,18,18,27,27,27,30,32,10,94,88,97,Right,12,73,215,31,9/5/1986,8,Texas,3,21,3,2,9000000,1800000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,A.J.,Francis,RE,52,65,80,54,79,13,35,30,35,75,19,6,6,6,6,20,45,45,45,45,45,45,72,15,15,10,70,90,76,Right,64,77,334,27,5/7/1990,5,Maryland,15,63,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Matthew,Ioannidis,RE,51,71,81,66,86,15,41,32,31,77,23,6,6,6,6,21,22,36,44,45,46,45,82,17,17,9,83,91,90,Right,98,75,305,23,1/11/1994,2,Temple,5,24,4,3,2340000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Arthur,Jones,RE,73,68,76,68,90,10,40,25,27,73,15,6,6,6,6,23,45,45,45,45,45,45,81,15,14,10,79,85,79,Right,96,75,320,31,6/3/1986,8,Syracuse,5,29,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Terrell,McClain,RE,81,75,84,54,89,10,40,20,27,65,30,6,6,6,6,25,45,45,45,45,45,45,81,15,22,10,70,87,65,Right,97,74,302,29,7/20/1988,7,South Florida,3,1,4,4,21000000,7250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Kyle,Kalis,RG,59,55,74,59,88,16,31,23,27,63,27,6,6,6,6,23,71,70,73,70,77,72,36,24,22,10,80,87,81,Left,67,76,302,23,12/21/1993,1,Michigan,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Arie,Kouandjio,RG,55,56,77,46,84,10,25,24,20,74,20,6,6,6,6,20,72,80,75,65,89,75,35,20,20,10,76,73,80,Right,60,77,316,25,4/23/1992,3,Alabama,4,16,2,2,1320000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Brandon,Scherff,RG,90,71,80,71,92,15,40,25,35,81,30,6,6,6,6,30,83,83,82,76,91,88,32,25,25,10,88,85,94,Right,75,77,319,25,12/26/1991,3,Iowa,1,5,4,2,21215638,21215638,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Trent,Murphy,ROLB,80,77,88,77,83,18,60,38,47,86,18,6,6,6,6,17,45,45,45,45,45,45,79,14,32,10,83,90,88,Right,93,78,259,26,12/22/1990,4,Stanford,2,15,4,1,4472798,2616253,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Otha,Peters,ROLB,55,80,86,83,73,43,49,33,58,76,27,6,6,6,6,26,45,45,40,40,40,40,76,20,20,11,85,85,85,Right,41,72,238,23,2/27/1994,1,Louisiana-Lafayette,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Preston,Smith,ROLB,74,82,89,78,81,25,55,45,54,83,20,6,6,6,6,25,45,45,45,45,45,45,79,37,30,10,78,93,76,Right,94,77,265,25,11/17/1992,3,Mississippi State,2,6,4,2,5779368,3595875,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Morgan,Moses,RT,87,61,72,60,89,12,45,20,35,64,30,6,6,6,6,30,85,83,90,85,87,81,30,25,25,10,84,85,80,Right,76,78,335,26,3/3/1991,4,Virginia,3,2,6,6,40000000,14047000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Montae,Nicholson,SS,63,92,91,84,68,61,62,48,67,84,27,6,6,6,6,30,45,45,45,45,45,45,68,25,25,30,87,88,68,Right,35,74,216,22,12/4/1995,1,Michigan State,4,27,4,4,3018892,618892,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Vernon,Davis,TE,85,87,88,84,77,55,76,80,83,88,25,15,10,6,10,40,58,54,54,50,77,69,50,15,11,40,84,90,84,Right,85,75,244,33,1/31/1984,12,Maryland,1,6,3,3,15000000,7500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Niles,Paul,TE,69,88,92,82,69,60,69,69,77,83,35,15,10,6,10,35,65,71,56,54,62,60,38,30,30,76,88,86,74,Right,84,73,242,28,8/9/1989,7,Nebraska,5,27,3,1,6000000,2250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Jordan,Reed,TE,96,86,88,87,64,84,76,71,95,85,62,55,46,42,38,48,59,60,51,62,45,54,45,25,15,15,90,84,72,Right,86,74,246,27,7/3/1990,5,Florida,3,21,6,5,46750000,14000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Jeremy,Sprinkle,TE,57,84,89,80,71,69,77,63,76,75,26,15,10,6,10,21,65,64,64,60,75,79,30,19,12,15,88,89,79,Right,87,77,252,23,8/10/1994,1,Arkansas,5,26,4,4,2676516,276516,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Jamison,Crowder,WR,87,91,92,95,62,86,69,37,88,87,35,15,10,6,10,35,30,37,38,35,39,40,25,30,30,86,92,91,80,Right,80,69,177,24,6/17/1993,3,Duke,4,9,4,2,2825624,545624,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Robert,Davis,WR,51,91,90,85,71,73,73,54,82,94,35,15,10,6,10,31,42,49,36,34,44,44,32,23,22,65,88,92,82,Right,19,75,217,22,4/2/1995,1,Georgia State,6,49,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Josh,Doctson,WR,69,89,90,88,66,84,71,54,85,94,25,20,15,15,15,24,32,32,33,31,24,24,34,23,22,54,93,86,84,Right,18,74,206,25,12/3/1992,2,Texas Christian,1,22,4,3,10049644,9429238,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Ryan,Grant,WR,69,88,90,92,51,72,59,31,80,86,35,15,10,6,10,34,40,57,35,34,32,34,32,20,22,39,91,87,69,Right,14,72,204,27,12/19/1990,4,Tulane,5,14,4,1,2433612,213612,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Maurice,Harris,WR,54,87,89,87,63,74,65,57,79,86,45,44,39,36,56,31,42,53,36,34,44,44,48,23,22,65,89,88,82,Right,13,75,200,25,11/11/1992,2,California,15,63,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Terrelle,Pryor Sr,WR,86,91,91,89,74,82,77,50,87,88,90,71,68,59,79,68,25,61,40,40,40,39,42,35,32,30,91,89,82,Right,11,76,228,28,6/20/1989,7,Ohio State,3,15,1,1,6000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Redskins,Brian,Quick,WR,78,87,87,86,69,71,77,73,85,88,40,20,15,15,15,35,45,59,44,42,54,53,40,19,15,35,92,87,77,Right,83,75,218,28,6/5/1989,6,Appalachian State,2,1,1,1,855000,80000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Jack,Allen,C,44,63,77,59,79,14,38,20,32,66,24,5,5,5,5,21,76,76,77,76,80,78,35,20,20,9,81,89,84,Right,66,74,296,25,9/24/1992,2,Michigan State,15,63,2,1,990000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Senio,Kelemete,C,73,64,78,66,86,10,40,25,29,69,14,6,6,6,6,16,73,76,74,64,82,74,67,13,13,10,79,84,92,Right,65,75,300,27,5/10/1990,6,Washington,5,23,2,1,2700000,300000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Cameron,Tom,C,48,76,83,57,85,18,21,33,28,78,24,6,6,6,6,30,73,72,82,74,83,75,27,25,25,10,79,94,89,Right,63,76,287,22,6/21/1995,1,Southern Mississippi,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Max,Unger,C,94,60,78,59,87,15,40,10,29,20,17,6,6,6,6,30,87,77,88,80,92,90,26,19,16,10,85,89,95,Right,60,77,305,31,4/14/1986,9,Oregon,2,17,4,3,22250000,8100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Delvin,Breaux,CB,77,90,89,88,66,60,60,24,70,87,22,6,6,6,6,23,45,45,45,45,45,45,65,21,24,50,91,78,79,Right,40,73,203,28,10/25/1989,7,LSU,15,63,3,1,1587000,150000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Ken,Crawley,CB,66,91,92,89,58,69,56,43,51,86,29,6,6,6,6,36,35,35,45,45,45,45,56,26,26,63,92,90,79,Right,20,73,180,24,2/8/1993,2,Colorado,15,63,3,2,1625000,10000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Justin,Hardee,CB,58,93,93,89,67,72,71,51,75,83,25,15,10,10,10,22,43,46,45,45,45,45,59,20,20,55,84,80,79,Right,34,73,200,23,2/7/1994,1,Illinois,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Marshon,Lattimore,CB,63,94,94,91,71,77,61,23,66,91,22,6,6,6,6,19,45,45,45,45,45,45,68,30,25,70,93,75,71,Right,23,72,192,21,5/20/1996,1,Ohio State,1,11,4,4,15359736,15359736,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Arthur,Maulet,CB,54,86,90,89,55,75,57,38,64,87,31,6,6,6,6,24,45,45,40,40,40,40,62,22,25,50,89,88,80,Right,37,70,190,24,7/13/1993,1,Memphis,15,63,2,2,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Sterling,Moore,CB,69,86,92,87,64,66,59,28,64,87,36,6,6,6,11,23,45,45,45,35,45,35,60,24,21,65,90,92,88,Left,21,70,202,27,2/3/1990,7,Southern Methodist,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,P.J.,Williams,CB,61,90,95,85,67,62,61,25,63,91,39,6,6,6,6,31,45,45,45,45,45,45,70,20,20,60,88,90,85,Right,26,72,196,24,6/1/1993,3,Florida State,3,14,4,2,3060912,705912,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Tyeler,Davison,DT,72,67,82,61,91,12,35,28,30,82,10,6,6,6,6,11,45,45,45,45,45,45,73,15,14,10,71,88,77,Right,95,74,309,25,9/3/1992,3,Fresno State,5,26,4,2,2497224,217224,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,John,Hughes III,DT,70,60,76,64,85,12,40,29,25,81,25,6,6,6,6,25,45,45,45,45,45,45,81,20,20,10,75,91,74,Right,92,74,320,29,4/27/1988,6,Cincinnati,3,23,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Mitchell,Loewen,DT,57,74,81,78,87,45,41,66,44,80,23,6,6,6,6,25,55,60,45,45,45,45,83,16,23,10,85,88,90,Right,70,77,275,24,2/14/1993,2,Arkansas,15,63,3,2,1625000,6500,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,David,Onyemata,DT,63,70,85,71,89,12,30,26,35,83,13,6,6,6,6,27,23,27,45,45,45,45,79,29,12,10,81,89,85,Right,93,76,300,25,11/13/1992,2,Manitoba (Canada),4,24,4,3,2882344,542344,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,David,Parry,DT,76,60,82,53,91,10,35,24,25,77,10,6,6,6,6,11,45,45,45,45,45,45,81,24,21,10,83,78,85,Right,58,74,314,25,3/7/1992,3,Stanford,5,23,1,1,615000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Sheldon,Rankins,DT,71,71,83,78,86,15,38,33,36,83,23,6,6,6,6,21,27,33,44,45,46,45,84,17,17,9,83,90,91,Right,98,74,305,23,4/2/1994,2,Louisville,1,12,4,3,12801646,12801646,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,John,Kuhn,FB,76,73,83,72,76,48,81,84,64,78,35,20,15,10,10,35,80,68,76,74,75,64,35,25,25,45,89,89,90,Right,29,72,250,35,9/9/1982,13,Shippensburg,15,63,1,1,1000000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Zach,Line,FB,58,83,88,78,67,56,84,85,57,79,35,20,15,10,10,22,58,71,65,50,70,65,44,19,19,67,86,92,88,Right,42,73,233,27,4/26/1990,5,Southern Methodist,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Vonn,Bell,FS,78,88,89,85,67,62,69,45,72,82,26,6,6,6,6,25,19,26,44,43,44,43,76,20,19,48,89,88,81,Right,48,71,205,23,12/12/1994,2,Ohio State,2,29,4,3,3972298,1825944,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Rafael,Bush,FS,77,87,86,87,59,64,50,44,62,85,24,6,6,6,6,25,45,45,45,45,45,45,66,22,21,33,84,87,72,Right,25,71,204,30,5/12/1987,8,South Carolina State,15,63,1,1,855000,180000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Marcus,Williams,FS,65,87,89,87,70,64,75,42,79,97,25,6,6,6,6,25,45,45,45,45,45,45,76,20,20,59,93,90,82,Right,43,73,195,21,9/8/1996,1,Utah,2,10,4,4,6240410,3892135,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Trey,Edmunds,HB,58,90,90,83,71,79,77,71,61,85,26,28,24,19,16,30,47,48,50,44,53,44,29,25,25,68,90,81,82,Right,33,73,223,22,12/30/1994,1,Maryland,15,63,3,3,1665000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Mark,Ingram,HB,88,87,91,88,74,76,87,87,67,80,35,35,30,25,15,30,71,46,54,47,40,40,25,25,25,45,93,83,95,Right,22,69,215,27,12/21/1989,7,Alabama,1,28,4,2,16000000,6100000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Alvin,Kamara,HB,77,89,91,90,70,82,85,82,73,91,38,32,28,23,33,22,45,34,49,47,44,43,29,21,16,81,86,85,81,Right,41,70,215,22,7/25/1995,1,Tennessee,3,3,4,4,3857772,972772,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Daniel,Lasco,HB,54,90,92,84,69,79,80,50,59,88,28,20,16,15,15,24,44,34,49,47,44,43,29,21,20,71,85,84,75,Right,36,73,205,25,10/9/1992,2,California,7,45,2,2,1170000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Jonathan,Williams,HB,57,86,89,88,67,70,73,79,57,86,26,20,18,15,14,19,59,32,49,47,44,43,31,21,20,62,87,85,80,Right,27,72,223,23,2/2/1994,2,Arkansas,5,28,2,2,1245000,50000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Wil,Lutz,K,60,71,69,62,42,15,40,10,18,25,40,15,15,15,15,45,17,16,17,17,16,16,26,96,88,10,79,82,70,Right,3,71,184,23,7/7/1994,2,Georgia State,15,63,3,2,1620000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Trey,Hendrickson,LE,58,84,89,81,79,38,41,43,44,81,23,6,6,6,6,21,45,45,44,45,46,45,79,17,17,10,84,92,84,Right,91,76,270,23,12/5/1994,1,Florida Atlantic,3,39,4,4,3175788,706288,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,George,Johnson,LE,72,77,84,72,82,27,35,35,29,71,10,6,6,6,6,20,45,45,45,45,45,45,69,30,20,10,75,82,75,Right,90,76,265,30,12/11/1987,8,Rutgers,15,63,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Alex,Okafor,LE,73,75,84,71,76,30,55,40,49,72,14,6,6,6,6,12,45,45,45,45,45,45,68,16,11,10,88,95,90,Right,57,76,261,26,2/8/1991,5,Texas,4,7,1,1,2000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Josh,LeRibeus,LG,69,61,78,60,88,15,40,20,40,68,30,6,6,6,6,30,77,71,79,75,76,85,35,21,20,10,86,87,89,Right,61,74,313,28,7/2/1989,6,Southern Methodist,3,7,1,1,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Andrus,Peat,LG,78,66,79,64,86,15,40,25,30,80,25,6,6,6,6,25,75,76,89,86,87,75,34,24,22,10,76,90,67,Right,75,79,316,24,11/4/1993,3,Stanford,1,13,4,2,11393496,11393496,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
