PRL2,PLHA,TLHA,PRHA,TRHA,PTHA,PFNA,PLNA,PPOS,TGID,PTSA,PSTA,PFPB,PVSB,PKAC,PACC,PMPC,PHED,PGID,POID,PSPD,PAGE,PBRE,PEYE,PTGH,PCPH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PSKI,PDPI,PPTI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PTAL,PHCL,PUCL,PLEL,TLEL,PREL,TREL,PCOL,PROL,PLPL,PGSL,PTSL,PCYL,PHLM,PSTM,PHAN,PICN,PJEN,PTEN,PCON,PSBO,PVCO,PEGO,PFHO,PDRO,PTHP,PIMP,PJMP,PYRP,PSXP,PCAR,PTAR,PJER,PMOR,PKPR,PSTR,POVR,PAWR,PLWR,TLWR,PRWR,TRWR,PFAS,PMAS,PSBS,PFCS,PMCS,PFGS,PCHS,PFHS,PMHS,PVIS,POPS,PLSS,PFTS,PMTS,PUTS,PVTS,PMUS,PHGT,PWGT,PCMT,PKRT,PYWT,PLHY,PJTY,PSTY,PFEx
45,4,4,4,4,21,Mike,Adams,17,5,140,85,0,34,15,87,0,7,26838,26838,85,26,0,0,70,1,0,0,65,0,0,85,2,63,1009,87,65,16,27,0,7,44,0,0,0,8,0,8,0,49,45,100,0,4,2,0,0,0,0,20,0,2,34,2,70,0,15,23,43,83,3,177,32,0,1,95,15,54,75,62,0,2,0,2,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,140,0,71,25,755,25,0,-31,0,0,188
45,2,2,2,2,10,Will,Allen,17,6,160,81,0,56,7,86,0,7,17501,17501,85,25,0,0,85,1,0,0,70,0,0,85,2,15,1015,87,70,14,18,0,7,10,0,0,0,7,0,7,0,156,45,100,0,0,2,0,0,0,0,26,0,2,56,2,75,0,4,21,57,87,3,215,40,0,1,90,8,58,80,65,3,3,3,3,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,160,0,72,42,999,15,3,-31,0,0,202
45,3,3,3,3,30,Tanard,Jackson,17,6,200,93,0,60,15,89,0,7,27994,27994,88,22,1,1,65,0,0,0,70,0,0,88,0,7,1015,92,60,29,30,0,7,30,0,0,0,0,9,0,9,205,45,100,4,4,4,0,1,0,0,36,0,4,60,4,0,0,4,30,44,90,0,0,50,0,1,90,20,52,74,54,0,0,0,0,8,10,3,10,5,10,6,10,4,1,17,5,10,10,5,200,0,72,40,907,70,0,-31,0,0,150
45,2,2,2,2,17,Aaron,Francisco,17,7,200,79,0,92,21,87,0,7,27163,27163,87,24,0,1,82,0,0,0,67,0,0,82,1,63,1009,85,64,20,46,0,11,10,0,0,0,0,0,0,0,26,45,100,2,1,3,4,55,0,0,47,2,4,92,4,0,0,15,20,51,80,2,269,49,0,1,100,17,60,78,68,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,200,0,74,52,999,20,2,-31,0,0,213
45,2,2,2,2,21,Terrence,Holt,17,7,1500,85,0,150,10,83,0,7,16680,16680,84,27,0,0,74,1,0,0,68,0,0,82,2,2,1009,85,64,25,23,0,8,10,0,0,0,7,7,7,7,138,45,100,0,0,5,2,0,0,0,42,2,5,150,5,69,0,5,15,57,85,4,274,29,0,1,95,29,55,81,76,3,3,3,3,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,1500,0,74,48,999,45,0,-31,0,0,195
45,0,0,0,0,28,Eric ,Weddle,17,8,400,92,0,92,35,91,0,7,27992,27992,90,22,0,0,80,0,0,0,70,0,0,92,0,5,1015,90,67,22,18,0,0,25,0,2,0,0,0,0,0,233,45,100,2,2,4,2,62,0,0,32,0,4,92,4,70,0,2,30,48,85,0,0,69,0,1,90,45,56,78,57,1,1,0,0,1,10,2,10,0,10,4,10,7,0,17,5,10,6,4,400,0,71,43,826,65,0,-31,0,0,159
45,2,2,2,2,23,Marlon,McCree,17,8,1600,85,0,210,22,87,0,7,14340,14340,85,30,0,1,82,1,0,0,63,0,0,82,2,33,1009,88,73,30,26,0,7,38,0,0,0,0,0,0,0,98,45,100,5,5,4,0,0,0,0,20,1,5,210,5,75,0,7,19,65,82,6,319,47,0,1,93,16,68,86,82,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,1600,0,71,38,793,65,1,-31,0,0,200
45,4,2,4,2,19,Greg,Wesley,17,9,600,86,0,111,26,82,0,1,676,676,84,31,0,1,78,1,0,0,76,0,0,80,2,23,1015,88,75,28,41,0,0,10,0,0,0,4,0,4,0,11,45,100,0,4,3,0,0,0,0,25,1,3,111,3,85,0,3,17,66,83,7,384,32,0,1,60,30,65,84,72,5,2,5,2,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,600,0,74,46,816,10,7,-31,0,0,491
45,3,3,3,3,18,Jarrad,Page,17,9,120,85,0,39,10,84,0,4,27333,27333,86,21,0,0,86,0,0,0,62,0,0,82,2,20,1015,87,60,22,35,0,7,49,0,0,0,0,0,0,0,226,45,100,0,0,2,0,28,0,0,44,2,3,39,3,72,0,7,19,42,81,1,370,48,0,1,87,9,66,73,63,0,0,0,0,11,4,1,10,7,10,10,10,7,0,17,8,10,7,10,120,0,72,65,999,0,1,-31,0,0,195
45,2,2,2,2,19,Bob,Sanders,17,10,90,94,1,82,12,94,0,1,17499,17499,93,26,0,1,90,1,0,0,62,0,0,91,2,12,1015,80,86,24,24,0,7,45,0,0,0,8,9,8,9,89,33,100,0,0,1,0,0,0,0,21,1,1,82,1,95,0,2,10,85,82,3,415,44,0,1,97,9,65,97,88,3,3,1,3,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,90,0,68,44,649,25,3,-31,0,0,188
45,2,2,2,2,29,Matt,Giordano,17,10,120,88,0,27,29,83,0,4,26847,26847,84,23,0,0,91,0,0,0,55,0,0,84,0,34,1015,88,70,17,55,0,8,10,0,1,0,8,8,8,8,28,45,100,0,0,1,0,0,0,0,43,2,3,27,3,72,0,4,20,29,82,2,399,46,0,1,96,24,59,71,61,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,120,0,71,32,999,30,2,-31,0,0,162
45,3,2,3,2,21,Ken,Hamlin,17,11,200,85,0,42,14,90,0,7,16989,16989,88,26,0,0,85,1,0,0,69,0,0,86,2,10,1009,68,85,14,12,0,13,47,0,0,0,0,0,0,0,10,31,100,0,0,1,4,0,0,0,27,1,1,42,1,88,0,2,21,67,89,4,445,40,0,1,95,14,65,86,65,0,3,0,3,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,200,0,74,49,864,37,0,-31,0,0,210
45,4,4,4,4,11,Keith,Davis,17,11,300,72,0,38,15,83,0,7,26446,26446,82,27,0,0,73,1,0,0,58,0,0,80,2,63,1009,74,72,11,15,0,8,10,0,0,0,0,0,0,0,183,45,100,0,0,1,0,0,0,0,29,1,2,38,2,67,0,15,28,46,82,4,436,44,0,1,94,31,62,76,70,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,300,0,70,41,999,78,3,-31,0,0,196
45,2,3,2,3,21,Pat,Watkins,17,11,160,85,0,100,21,90,0,7,27343,27343,89,23,0,0,65,0,0,0,74,0,0,88,2,5,1015,89,68,22,30,0,8,44,0,0,0,0,0,0,0,64,45,100,0,0,3,0,55,0,0,25,0,4,100,4,62,0,5,26,52,96,1,0,62,0,1,84,20,54,79,54,2,2,2,2,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,160,0,77,52,999,35,1,-31,0,0,207
45,3,3,3,3,40,Jason,Allen,17,12,1000,87,0,140,21,91,0,7,27218,27218,92,24,0,0,75,0,0,0,65,0,0,89,2,16,1015,64,68,25,17,0,7,58,0,0,0,0,0,0,0,211,32,100,4,2,4,2,22,0,0,32,2,5,140,5,0,0,1,22,55,90,1,0,52,0,1,80,10,66,80,59,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,1000,0,73,49,820,31,1,-31,1,0,188
45,2,2,2,2,15,Renaldo,Hill,17,12,600,85,0,105,24,87,0,5,14757,14757,87,27,0,0,75,1,0,0,63,0,0,86,2,2,1009,72,62,22,37,0,7,10,0,0,0,0,0,0,0,118,45,100,5,5,2,0,0,0,0,24,0,3,105,3,68,0,7,21,62,85,6,485,38,0,1,95,18,55,83,79,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,600,0,71,29,999,25,1,-31,0,0,196
45,2,2,2,2,22,Brian,Dawkins,17,13,1840,96,1,574,22,89,0,5,852,852,90,32,0,0,95,2,0,0,65,0,0,92,2,31,1015,88,80,19,30,0,8,10,0,0,10,0,0,0,0,38,33,100,0,0,3,2,0,0,0,20,1,7,574,7,99,0,2,15,84,90,11,517,52,6,1,98,23,70,97,90,0,0,0,0,3,7,5,10,3,10,10,5,7,2,17,7,7,5,6,1840,0,72,45,116,15,11,-31,0,0,106
45,2,2,2,2,21,C.J.,Gaddis,17,13,160,92,0,60,20,93,0,7,28061,28061,92,22,2,1,79,0,0,0,55,0,0,89,2,22,1015,90,71,20,20,0,8,20,0,0,0,8,8,8,8,38,45,100,0,0,4,0,0,0,0,30,1,4,60,4,82,0,5,23,35,93,0,0,36,0,1,77,20,67,74,50,3,3,3,3,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,160,0,72,43,999,45,4,-31,0,0,206
45,3,3,3,3,40,Jimmy,Williams,17,14,800,94,0,84,30,92,0,7,27207,27207,93,23,0,1,90,0,0,0,65,0,0,89,2,5,1015,92,65,26,24,0,7,50,0,0,0,0,0,0,0,241,45,100,2,2,3,0,65,0,0,24,2,4,84,4,0,0,2,8,51,95,1,0,59,0,1,80,14,70,77,52,0,0,0,0,0,10,5,10,3,10,7,10,6,0,17,6,10,4,2,800,0,74,53,858,40,1,-31,0,0,195
45,3,3,3,3,12,Chris,Crocker,17,14,130,85,0,25,15,92,0,7,16624,16624,90,27,0,0,75,1,0,0,62,0,0,85,2,20,5,86,76,23,27,0,7,39,0,0,0,0,0,0,0,110,45,100,2,2,1,0,40,0,0,25,0,1,25,1,72,0,3,17,55,85,4,559,48,0,1,95,26,56,79,60,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,130,0,71,34,999,25,1,-31,0,0,196
45,2,3,2,3,29,Mark,Roman,17,15,390,88,0,75,30,88,0,5,16001,16001,88,30,2,1,75,1,0,0,61,0,0,86,2,3,1009,90,70,21,18,0,7,35,0,0,0,8,8,8,8,106,45,100,0,0,3,0,0,0,0,26,0,3,75,3,65,0,2,25,56,86,7,622,35,0,0,85,15,58,79,66,0,0,0,0,1,10,2,10,0,10,4,10,7,0,17,5,10,6,4,390,0,71,24,999,25,1,-31,0,0,197
45,3,3,3,3,30,Dashon,Goldson,17,15,120,92,0,57,15,90,0,7,28040,28040,88,22,1,1,79,0,0,0,63,0,0,89,2,27,1015,89,63,29,25,0,7,30,0,0,0,0,9,0,9,252,45,100,4,4,3,0,1,0,0,38,0,3,57,3,0,0,4,30,50,86,0,0,45,0,1,90,20,58,76,60,0,0,0,0,8,10,3,10,5,10,6,10,4,1,17,5,10,10,5,120,0,74,45,999,45,0,-31,0,0,206
45,2,2,2,2,15,Will,Demps,17,16,870,90,0,160,15,88,0,7,15670,15670,86,26,2,1,88,1,0,0,56,0,0,86,1,63,1009,77,77,30,27,0,8,35,0,0,0,7,7,7,7,180,45,100,5,5,4,0,0,0,0,47,1,5,160,5,68,0,15,25,64,79,5,640,43,0,1,95,16,66,82,75,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,870,0,72,45,999,10,1,-31,0,0,177
45,3,3,3,3,23,James,Butler,17,16,44,89,0,9,18,89,0,7,27098,27098,88,24,0,0,78,0,0,0,57,0,0,85,2,63,1009,92,60,19,35,0,7,10,0,0,0,8,8,8,8,71,45,100,3,3,1,2,40,0,0,37,2,1,9,1,0,0,15,21,40,96,2,639,43,0,1,90,18,59,71,53,3,0,3,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,44,0,75,50,999,25,2,-31,0,0,195
45,3,3,3,3,23,Gerald,Sensabaugh,17,17,120,89,0,90,18,88,0,7,27146,27146,87,24,0,0,78,0,0,0,62,0,0,87,2,21,1015,92,68,19,35,0,8,49,0,0,0,0,0,0,0,135,45,100,1,1,1,0,45,0,0,43,2,3,90,3,0,0,5,21,53,98,2,703,48,0,1,91,18,62,81,68,3,1,0,3,7,10,3,10,4,10,8,10,6,0,17,5,10,8,4,120,0,72,50,999,25,2,-31,0,0,197
12,4,4,4,4,29,Reggie,Nelson,17,17,600,96,0,140,30,95,0,7,27913,27913,93,23,0,0,86,0,0,0,70,0,0,95,2,21,1015,90,66,27,28,0,7,45,0,0,0,9,9,9,9,62,45,100,0,0,4,2,35,0,0,42,0,4,140,4,65,0,1,25,57,92,0,0,40,0,1,95,15,55,83,60,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,600,0,72,35,925,20,0,-31,0,0,196
45,2,2,2,2,24,Eric,Smith,17,18,99,89,0,45,22,90,0,7,27384,27384,87,24,0,0,80,0,0,0,55,0,0,91,0,33,1015,87,74,27,32,0,10,10,0,0,0,0,1,0,1,118,45,100,0,0,2,0,1,0,0,33,1,3,45,3,85,0,3,22,43,86,1,0,45,0,1,90,25,67,74,55,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,99,0,73,49,999,16,0,-31,0,0,150
45,2,2,2,2,9,Erik,Coleman,17,18,160,94,0,140,22,86,3,7,24173,24173,87,25,0,0,84,1,0,0,67,0,0,84,2,11,1015,92,72,11,17,0,8,10,0,0,0,0,0,0,0,251,45,100,0,0,1,2,0,0,0,26,0,4,140,4,75,0,5,18,63,83,3,728,46,0,1,95,20,54,83,74,3,3,3,3,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,160,0,70,40,766,12,3,-31,0,0,205
45,3,3,3,3,30,Gerald,Alexander,17,19,160,92,0,52,20,90,0,7,28002,28002,91,23,0,1,76,0,0,0,58,0,0,90,1,29,1015,88,67,20,20,0,7,20,0,0,0,0,0,0,0,19,45,100,4,4,4,2,65,0,0,42,0,4,52,4,50,0,2,25,43,85,0,0,52,0,1,90,20,58,73,54,0,0,0,0,1,10,2,10,0,10,4,10,7,0,17,5,10,6,4,160,0,72,50,999,25,0,-31,0,0,178
45,2,2,2,2,15,Daniel,Bullocks,17,19,400,90,0,125,17,84,0,7,27389,27389,87,24,2,0,74,0,0,0,70,0,0,83,2,8,1015,93,68,28,41,0,8,10,0,0,0,7,7,7,7,142,45,100,0,0,4,0,39,0,0,27,2,5,125,5,62,0,2,20,56,85,1,768,55,0,1,94,16,57,79,66,2,2,2,2,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,400,0,72,52,999,40,1,-31,0,0,204
45,2,2,2,2,13,Nick,Collins,17,20,327,90,0,128,10,92,0,5,26834,26834,93,24,2,0,76,0,0,0,64,0,0,91,2,19,1015,92,73,24,25,0,7,49,0,0,0,8,8,8,8,18,32,100,3,3,2,0,45,0,0,36,1,4,128,4,92,0,2,11,62,92,2,810,55,0,1,89,24,64,82,60,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,327,0,71,46,768,55,2,-31,0,0,198
45,3,3,3,3,22,Marviel,Underwood,17,20,160,78,0,60,29,87,0,5,27118,27118,86,25,0,1,67,0,0,0,58,0,0,86,2,14,1015,67,69,17,19,0,8,10,0,0,0,0,0,0,0,180,45,100,3,3,2,0,0,0,0,25,2,4,60,4,0,0,4,31,44,80,2,0,33,0,0,90,30,60,74,62,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,160,0,70,37,999,10,2,-31,0,0,187
45,2,2,2,2,22,Deke,Cooper,17,21,60,84,0,23,32,86,0,7,17248,17248,87,28,2,1,77,1,0,0,60,0,0,85,2,63,1009,87,70,13,12,0,13,54,0,0,0,0,0,0,0,152,45,100,1,1,1,4,40,0,0,35,1,1,23,1,57,0,15,11,48,80,6,846,46,0,1,89,15,65,78,68,3,0,3,0,7,10,3,10,4,10,8,10,6,0,17,5,10,8,4,60,0,75,55,999,51,0,-31,0,0,194
45,2,2,2,2,16,Mike,Minter,17,21,80,90,0,42,19,88,0,4,1269,1269,86,33,0,1,90,2,0,0,52,0,0,85,2,26,1015,97,83,21,49,0,8,10,0,0,0,7,7,7,7,142,45,100,2,2,1,0,40,0,0,30,1,1,42,1,87,0,2,28,65,83,10,866,38,6,1,95,17,63,86,82,3,2,3,2,8,10,3,10,5,10,6,10,4,1,17,5,10,10,5,80,0,70,35,323,12,10,-31,0,0,347
12,0,0,0,0,47,Brandon,Meriweather,17,22,600,93,0,128,13,94,0,10,27926,27926,92,23,0,0,87,0,0,0,68,0,0,93,2,24,1015,92,66,18,25,0,7,20,0,0,0,8,8,8,8,115,45,100,0,0,4,2,65,0,0,38,0,4,128,4,50,0,1,39,54,92,0,0,28,0,1,90,18,58,82,60,2,2,2,2,8,10,3,10,5,10,6,10,4,2,17,5,10,10,5,600,0,71,32,921,75,0,-31,0,0,199
45,2,2,2,2,9,Rashad,Baker,17,22,120,88,0,42,22,87,0,7,17510,17510,86,25,0,1,84,1,0,0,66,0,0,87,2,63,1009,77,63,11,17,0,7,39,0,0,0,0,0,0,0,211,45,100,0,0,2,0,0,0,0,32,0,2,42,2,75,0,15,18,43,85,3,879,41,0,1,99,20,55,77,66,2,2,2,2,8,10,3,10,5,10,6,10,4,1,17,5,10,10,5,120,0,70,38,999,12,1,-31,0,0,205
45,3,3,3,3,30,Eugene,Wilson,17,22,400,88,0,220,31,88,0,0,16688,16688,90,27,0,0,77,1,0,0,63,0,0,90,2,4,1015,78,70,23,23,0,7,10,0,0,0,8,0,0,0,84,32,100,0,0,1,0,0,0,0,26,1,5,220,5,88,0,2,33,65,87,4,918,48,0,1,95,28,62,87,79,2,2,2,2,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,400,0,70,35,646,45,4,-31,0,0,195
45,2,2,2,2,24,Jarrod,Cooper,17,23,142,84,0,45,21,86,0,7,14788,14788,85,29,0,0,75,1,0,0,45,0,0,82,0,12,1009,65,77,25,49,0,7,10,0,2,0,0,0,0,0,96,45,100,4,4,2,0,0,0,0,40,1,3,45,3,90,0,5,32,41,78,6,930,32,0,1,88,32,68,74,69,0,0,0,0,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,142,0,72,50,999,12,3,-31,0,0,168
45,2,3,2,3,14,Stuart,Schweigert,17,23,207,90,0,168,23,90,0,7,17500,17500,90,26,2,1,82,1,0,0,66,0,0,86,0,4,1015,88,76,20,45,0,7,10,0,2,0,0,0,0,0,169,32,100,5,4,1,0,0,0,0,30,1,4,168,4,78,0,3,22,67,83,3,958,42,0,1,87,24,62,86,73,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,207,0,74,55,237,10,3,-31,0,0,164
45,4,4,4,4,31,O.J.,Atogwe,17,24,270,89,0,140,14,87,0,7,26798,26798,88,26,0,0,80,0,0,0,65,0,0,85,2,2,1015,92,74,12,28,0,8,10,0,0,0,0,0,0,0,200,45,100,6,6,2,0,0,0,0,21,1,4,140,4,55,0,3,33,60,86,2,0,35,0,1,96,31,65,83,70,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,270,0,72,45,999,15,2,-31,0,0,204
45,2,2,2,2,29,Jerome,Carter,17,24,120,86,0,51,29,87,0,0,26837,26837,86,23,0,0,85,0,0,0,56,0,0,80,2,16,1015,84,75,17,50,0,8,10,0,0,0,8,8,8,8,64,45,100,0,0,1,2,0,0,0,42,1,3,51,3,88,0,4,20,43,85,2,973,50,0,1,88,24,64,75,62,0,0,0,0,7,10,3,10,4,10,8,10,6,0,17,5,10,8,4,120,0,71,59,999,30,2,-31,0,0,204
45,2,2,2,2,21,Jamaine,Winborne,17,25,36,83,0,13,14,89,0,5,27846,27846,86,25,0,0,78,1,0,0,58,0,0,85,2,63,1009,80,65,10,10,0,1,25,0,0,0,0,0,0,0,240,45,100,0,0,1,0,0,0,0,28,2,1,13,1,0,0,15,19,33,81,3,1048,50,0,1,100,18,44,73,64,0,2,0,2,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,36,0,70,42,999,64,2,-31,0,0,197
45,2,2,2,2,14,Ed,Reed,17,25,3000,99,0,570,12,91,0,1,14839,14839,93,28,0,0,78,1,0,0,81,0,0,92,2,24,1015,91,67,12,40,0,8,60,0,0,14,7,7,7,7,115,33,100,1,1,6,2,40,1,1,20,0,6,570,6,97,0,1,20,88,91,5,1034,36,0,1,96,22,56,99,92,3,0,3,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,3000,0,71,40,369,50,5,-31,0,0,396
45,4,3,4,3,25,Reed,Doughty,17,26,120,88,0,21,19,84,0,7,27448,27448,82,24,0,0,87,0,0,0,59,0,0,80,0,4,1015,90,72,20,33,0,0,52,0,2,0,8,8,8,8,136,45,100,0,0,2,0,22,0,0,37,1,3,21,3,93,0,6,35,31,79,1,0,48,0,1,97,15,63,69,56,2,2,2,2,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,120,0,73,50,999,35,1,-31,0,0,150
45,3,3,3,3,17,Pierson,Prioleau,17,26,194,82,0,84,23,84,0,5,957,957,84,30,0,0,76,2,0,0,54,0,0,83,2,15,1009,85,78,20,27,0,7,39,0,0,0,0,0,0,0,241,45,100,0,0,1,0,0,0,0,20,2,3,84,3,93,0,4,32,54,72,8,1075,34,0,1,99,23,60,80,80,2,2,2,2,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,194,0,71,28,999,10,2,-31,0,0,196
45,2,1,2,1,25,Sean,Taylor,17,26,1800,94,0,420,12,94,0,4,17497,17497,90,24,0,0,92,1,0,0,78,0,0,91,2,5,1015,92,84,25,36,0,7,10,0,0,0,7,8,7,8,115,33,100,2,2,4,2,40,0,0,21,1,7,420,7,95,0,1,32,80,96,3,1085,58,0,1,65,18,71,92,65,0,0,0,0,11,4,1,10,7,10,10,10,7,1,17,8,10,7,10,1800,0,74,68,235,50,3,-31,0,0,460
45,2,2,2,2,23,Josh,Bullocks,17,27,268,90,0,140,14,89,0,4,26836,26836,90,24,0,0,82,0,0,0,75,0,0,87,2,8,1015,92,66,25,21,0,7,44,0,0,0,0,0,0,0,142,32,100,0,0,2,0,0,0,0,29,0,4,140,4,85,0,2,19,58,89,2,1097,54,0,1,92,18,58,83,64,3,3,3,3,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,268,0,73,47,709,30,2,-31,0,0,195
45,2,2,2,2,23,Kevin,Kaesviharn,17,27,700,75,0,100,19,79,2,7,14797,14797,80,31,0,0,45,1,0,0,60,0,0,82,0,63,1009,71,65,31,27,0,1,20,0,2,0,0,0,0,0,265,45,100,1,1,4,0,80,0,0,43,2,4,100,4,0,0,15,25,50,88,6,1113,50,0,1,86,25,60,79,81,0,3,0,3,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,700,0,73,30,999,61,0,-31,0,0,157
45,2,2,2,2,25,Mike,Green,17,28,220,89,0,70,19,85,1,5,11957,11957,86,30,0,0,84,1,0,0,57,0,0,88,2,48,1,87,78,29,49,0,7,10,0,0,0,0,0,0,0,154,45,100,5,5,2,0,0,0,0,42,2,2,70,2,61,0,7,20,52,84,7,0,32,0,1,92,23,59,83,76,0,0,0,0,1,10,2,10,0,10,4,10,7,0,17,5,10,6,4,220,0,72,35,999,12,1,-31,0,0,198
45,2,2,2,2,27,Deon,Grant,17,28,1800,90,0,294,26,91,0,7,1298,1298,89,28,0,0,81,1,0,0,72,0,0,90,2,26,1009,87,65,20,33,0,13,10,0,0,0,7,7,7,7,211,45,100,0,0,6,4,0,0,0,24,0,6,294,6,92,0,2,27,65,93,7,1152,47,0,1,90,33,57,89,78,3,0,3,0,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,1800,0,74,50,190,0,0,-31,0,0,195
45,4,4,4,4,29,Ryan,Clark,17,29,700,86,0,120,30,87,0,7,17085,17085,87,26,0,1,75,1,0,0,66,0,0,85,2,63,1009,88,75,21,18,0,7,45,0,0,0,0,0,0,0,106,45,100,0,0,3,2,0,0,0,25,0,4,120,4,65,0,15,25,59,85,5,1183,35,0,1,87,15,58,81,68,0,0,0,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,700,0,71,32,999,35,1,-31,0,0,195
45,4,4,4,4,19,Tyrone,Carter,17,29,240,90,0,45,25,82,0,7,12221,12221,82,31,0,0,87,1,0,0,61,0,0,79,2,24,1009,75,68,19,19,0,8,45,0,0,0,7,7,7,7,120,45,100,0,0,3,0,0,0,0,23,2,3,45,3,74,0,4,19,44,74,7,1182,37,0,1,95,26,58,74,70,3,0,3,0,8,10,3,10,5,10,6,10,4,0,17,5,10,10,5,240,0,68,30,999,50,2,-31,0,0,204
12,3,3,3,3,35,Michael,Griffin,17,30,800,93,0,160,15,93,0,7,27986,27986,91,22,0,1,74,0,0,0,68,0,0,92,2,19,1015,88,70,20,20,0,7,20,0,0,0,0,0,0,0,214,45,100,4,4,5,2,65,0,0,33,1,5,160,5,50,0,1,30,63,90,0,0,60,0,1,90,20,60,82,61,0,0,0,0,1,10,2,10,0,10,4,10,7,0,17,5,10,6,4,800,0,72,42,900,40,0,-31,0,0,196
45,2,2,2,2,23,Bryan,Scott,17,30,70,88,0,17,14,86,0,7,16659,16659,85,26,0,0,65,1,0,0,60,0,0,84,2,23,1009,84,70,25,21,0,8,44,0,0,0,0,0,0,0,164,45,100,0,0,1,2,0,0,0,38,1,1,17,1,79,0,2,19,48,85,4,1258,54,0,1,92,18,65,75,61,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,70,0,73,59,999,49,0,-31,0,0,196
45,3,4,3,4,21,Lamont,Thompson,17,30,180,87,0,46,17,89,0,10,15392,15392,87,29,0,1,65,1,0,0,75,0,0,82,2,9,1009,88,60,11,17,0,8,10,0,0,0,0,0,0,0,251,45,100,3,3,2,0,45,0,0,28,2,2,46,2,0,0,2,21,54,88,5,1261,48,0,1,90,18,59,78,60,2,2,2,2,3,7,5,10,3,10,10,5,7,1,17,7,7,5,6,180,0,73,60,999,30,4,-31,0,0,190
45,3,2,3,2,22,Dwight,Smith,17,31,1500,90,0,210,19,90,0,4,14307,14307,90,29,0,0,83,1,0,0,70,0,0,90,2,22,1009,88,69,19,25,0,8,10,2,0,0,0,0,0,0,2,32,100,4,5,3,0,0,0,0,24,2,5,210,5,88,0,3,17,67,89,6,1300,57,2,1,87,23,63,86,71,0,0,0,0,3,7,5,10,3,10,10,5,7,0,17,7,7,5,6,1500,0,70,41,571,70,1,-31,0,0,189
45,4,4,4,4,20,Tank,Williams,17,31,60,87,0,25,23,87,0,0,15355,15355,87,27,0,0,75,1,0,0,58,0,0,82,2,13,1009,84,84,10,42,0,7,52,0,0,0,8,8,8,8,200,45,100,0,0,1,0,30,0,0,25,1,1,25,1,0,0,2,19,52,79,5,1308,42,0,1,77,22,67,79,65,0,0,0,0,4,3,4,10,10,10,10,10,10,0,17,6,10,4,5,60,0,74,63,618,35,1,-31,2,0,505
45,2,2,2,2,26,Greg,Blue,17,31,150,86,0,57,20,86,0,7,27486,27486,87,25,1,0,88,0,0,0,66,0,0,82,2,17,1015,92,77,25,45,0,8,48,0,0,0,0,0,0,0,70,45,100,0,0,3,0,0,0,0,20,1,3,57,3,82,0,5,25,46,87,1,0,55,0,1,95,21,68,76,54,0,0,0,0,7,10,3,10,4,10,8,10,6,0,17,5,10,8,4,150,0,74,56,999,30,1,-31,0,0,195
