team,first_name,last_name,position,awareness,speed,acceleration,agility,strength,elusiveness,carrying,trucking,catching,jumping,throw_power,throw_accuracy_short,throw_accuracy_mid,throw_accuracy_deep,throw_on_the_run,playaction,pass_block,run_block,tackle,kick_power,kick_accuracy,kick_return,stamina,injury,run_block_power,run_block_finesse,pass_block_power,pass_block_finesse,break_tackle,toughness,handedness,jersey_number,height,weight,age,birthdate,years_pro,college,draft_round,draft_pick,contract_length,contract_years_left,total_salary,signing_bonus,role_one,role_two,pro_bowl,nfl_icon,hair_style,hair_color,skin_color,tattoo_left,tattoo_right,tendency,face_id,sleeves,left_hand,right_hand,left_wrist,right_wrist,left_elbow,right_elbow,left_knee,right_knee,left_shoe,right_shoe,neck_pad,mouthpiece,breathing_strip,eye_black,helmet,face_mask,visor
Seahawks,Bryan,Mone,DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,79,75,345,23,10/20/1995,0,Michigan,15,63,3,3,1756000,1000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Barkevious,Mingo,LOLB,73,85,87,84,69,60,55,55,53,88,25,6,6,6,6,6,45,45,83,19,14,10,95,90,45,45,45,45,45,72,Right,51,77,235,28,10/4/1990,6,LSU,1,6,2,1,6800000,3200000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Paxton,Lynch,QB,61,79,84,80,74,61,64,68,36,80,86,76,65,66,75,75,17,28,24,21,20,17,92,85,10,10,14,18,61,94,Right,2,79,244,25,2/12/1994,3,Memphis,1,26,1,1,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jamar,Taylor,CB,67,91,91,88,67,75,57,25,57,84,35,6,6,6,6,6,35,35,58,22,25,50,95,85,35,35,35,35,65,90,Right,8,71,192,28,9/29/1990,6,Boise State,,,,,710000,30000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Marcus,Martin,C,77,65,79,66,82,12,45,20,45,72,30,6,6,6,6,30,72,72,34,25,25,10,79,83,86,82,82,76,-1,89,Right,62,75,315,25,11/29/1993,5,USC,,,,,3069252,671252,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jason,Myers,K,61,69,71,47,43,22,34,15,30,40,45,35,30,25,20,20,20,20,20,96,87,10,80,85,15,15,15,15,12,50,Right,5,70,190,28,5/12/1991,4,Marist,15,63,4,4,15450000,5500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Bradley,McDougald,FS,84,87,86,84,67,65,67,39,77,83,27,6,6,6,6,6,35,35,75,28,24,65,90,89,35,35,35,35,50,75,Right,30,73,215,28,11/15/1990,6,Kansas,15,63,3,2,13500000,5500000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Mychal,Kendricks,ROLB,78,87,88,85,76,41,55,48,68,90,24,6,6,6,6,6,45,45,85,14,22,10,90,87,45,45,45,45,26,75,Right,56,72,240,28,9/28/1990,7,California,2,14,1,1,4500000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Cassius,Marsh,LE,81,82,85,80,71,25,55,60,46,83,25,6,6,6,6,6,45,45,72,20,21,10,86,92,45,45,45,45,15,85,Right,91,76,250,27,7/7/1992,5,UCLA,4,12,1,1,1850000,600000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Tyler,Lockett,WR,92,93,92,97,50,93,73,38,92,85,30,15,10,6,10,6,30,51,25,30,25,96,93,86,34,29,17,15,86,76,Right,16,70,182,26,9/28/1992,4,Kansas State,3,5,4,3,31800000,11000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Saints,Terrell,Williams,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,38,76,212,23,6/29/1996,1,Houston,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Akeem,King,CB,67,91,89,81,70,50,65,45,52,87,25,15,10,10,15,15,35,35,52,25,25,45,87,90,35,35,35,35,35,72,Right,36,73,215,26,8/29/1992,4,San Jose State,7,57,1,1,1400000,400000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Justin,Johnson,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,86,75,235,22,11/8/1996,0,Mississippi State,15,63,3,3,1760000,5000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Demetrius,Knox,RG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,63,76,314,23,10/23/1995,0,Ohio State,15,63,3,3,1763000,8000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Quinton,Jefferson,LE,62,74,83,67,79,15,39,25,36,77,10,6,6,6,6,6,44,45,77,21,20,10,82,86,45,45,45,45,10,83,Right,99,76,291,26,3/31/1993,3,Maryland,5,19,1,1,2025000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jamarco,Jones,LT,63,56,72,52,80,10,26,30,20,62,17,6,6,6,6,6,69,66,31,15,12,11,82,89,65,69,63,74,11,94,Right,73,76,293,23,6/4/1996,1,Ohio State,5,40,4,3,2705004,245004,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jawuan,Johnson,ROLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,46,71,224,,,0,Texas Christian,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Nazair,Jones,DT,70,69,79,67,87,31,45,36,50,63,19,6,6,6,6,6,45,45,78,15,15,10,81,86,45,45,45,45,16,78,Right,92,77,292,24,12/13/1994,2,North Carolina,3,38,4,2,3175663,706288,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Branden,Jackson,RE,63,77,84,80,76,31,43,28,33,80,18,13,10,6,6,6,45,45,74,16,13,10,82,87,45,45,45,45,21,78,Right,93,76,295,26,11/11/1992,3,Texas Tech,15,63,1,1,720000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Shalom,Luani,SS,65,87,90,88,67,63,69,44,74,76,36,6,6,6,6,6,35,35,64,26,26,70,91,89,35,35,35,35,48,83,Right,24,72,204,25,8/5/1994,2,Washington State,7,29,1,1,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Gary,Jennings,WR,64,92,91,88,68,67,69,54,81,88,62,53,49,45,54,34,32,49,47,19,14,75,87,90,30,25,17,17,71,78,Right,11,73,216,22,3/7/1997,0,West Virginia,4,24,4,4,3233652,713652,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Travis,Homer,HB,69,90,90,83,62,71,81,70,65,90,25,21,15,12,15,13,56,34,37,19,14,55,87,92,25,24,41,36,74,85,Right,25,70,202,21,8/7/1998,0,Miami (Fla.),6,44,4,4,2663360,143360,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Phil,Haynes,LG,64,66,80,61,91,15,45,25,45,76,25,6,6,6,6,6,68,67,41,11,11,10,80,89,68,66,69,65,9,85,Right,60,76,322,23,10/19/1995,0,Wake Forest,4,28,4,4,3210872,690872,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Germain,Ifedi,RT,84,63,80,68,84,13,31,28,24,78,21,6,6,6,6,6,75,72,35,20,20,8,87,87,73,70,76,74,7,83,Right,65,77,325,25,6/2/1994,3,Texas A&M,1,31,4,1,8265106,6688045,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Joey,Hunt,C,65,63,74,68,88,14,31,20,26,61,24,6,6,6,6,6,63,64,33,20,20,9,84,89,66,61,65,62,8,84,Right,53,74,299,25,2/22/1994,3,Texas Christian,6,55,1,1,720000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jalen,Harvey,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,43,72,203,23,9/19/1995,0,Arizona State,15,63,3,3,1757000,2000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Mike,Iupati,LG,85,60,74,65,90,18,40,25,32,60,14,6,6,6,6,6,68,79,31,35,22,10,80,88,80,78,66,69,8,97,Right,70,77,331,32,5/12/1987,9,Idaho,1,17,1,1,2750000,2250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Shaquem,Griffin,ROLB,50,91,91,84,73,40,60,38,54,85,17,6,6,6,6,6,45,45,76,20,16,10,86,91,45,45,45,45,34,95,Right,49,72,227,24,7/20/1995,1,Central Florida,5,13,4,3,2777620,317620,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jacob,Hollister,TE,66,84,88,80,67,67,66,73,78,87,13,15,10,6,10,6,62,62,39,15,19,33,88,84,60,62,61,58,69,85,Right,48,76,245,25,11/18/1993,2,Wyoming,15,63,3,1,1675000,90000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Shaquill,Griffin,CB,77,94,93,88,68,63,67,36,70,91,14,6,6,6,6,6,35,35,65,14,12,45,89,92,35,35,35,35,53,80,Right,26,72,196,24,7/20/1995,2,Central Florida,3,26,4,2,3258620,758620,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Rasheem,Green,RE,63,81,86,76,80,31,33,28,30,79,22,6,6,6,6,6,45,45,75,18,13,10,81,88,45,45,45,45,23,86,Right,94,76,279,22,5/15/1997,1,USC,3,15,4,3,3572556,912556,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jazz,Ferguson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,87,77,228,22,1/12/1997,0,Northwestern State-Louisiana,15,63,3,3,1763000,8000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Will,Dissly,TE,65,77,84,79,77,54,74,74,77,76,25,27,18,12,10,12,66,66,45,15,14,25,87,89,68,65,68,63,73,85,Right,88,76,266,23,7/8/1996,1,Washington,4,24,4,3,3110268,650268,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Lano,Hill,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,42,73,216,23,11/26/1995,2,Michigan,3,31,4,2,3206726,727476,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Amara,Darboh,WR,67,91,93,87,73,62,76,75,82,86,24,15,10,6,10,25,51,56,27,18,13,68,89,90,53,50,25,25,-1,81,Right,82,74,217,25,2/1/1994,2,Michigan,3,42,4,2,3175288,706288,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jackson,Harris,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,47,78,251,,,0,Georgia,,,,,,,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Poona,Ford,DT,72,68,79,64,85,12,31,20,37,73,26,6,6,6,6,6,45,45,85,17,12,10,75,90,45,45,45,45,10,88,Right,97,71,310,23,11/19/1995,1,Texas,15,63,3,2,1718000,8000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,D.J.,Fluker,RG,87,61,77,60,91,12,25,25,25,68,30,6,6,6,6,6,81,80,39,25,25,10,85,92,81,79,84,77,7,77,Right,78,77,342,28,3/13/1991,6,Alabama,1,11,2,2,6000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,George,Fant,RT,74,78,81,76,85,48,61,64,70,86,13,6,6,6,6,6,70,70,55,15,11,10,87,86,68,75,68,71,38,83,Right,74,77,322,27,7/19/1992,3,Western Kentucky,15,63,1,1,3095000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,L.J.,Collier,RE,69,75,82,66,83,14,38,32,40,75,23,6,6,6,6,6,45,45,74,16,10,10,81,89,45,45,45,45,20,86,Right,95,76,287,23,9/12/1995,0,Texas Christian,1,29,4,4,10836078,9849755,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Chris,Carson,HB,93,88,89,83,82,77,90,87,64,92,26,20,18,15,14,12,56,36,30,21,20,62,87,84,25,21,35,30,92,78,Right,32,71,222,24,9/16/1994,2,Oklahoma State,7,57,4,2,2465140,65140,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Michael,Dickson,P,70,75,80,68,47,22,38,12,26,25,36,29,24,18,22,18,17,16,30,96,90,10,86,90,16,16,17,17,12,72,Right,4,74,208,23,1/4/1996,1,Texas,5,21,4,3,2750152,290152,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Emmanuel,Ellerbee,ROLB,57,84,87,75,69,27,48,29,47,91,24,6,6,6,6,6,45,45,75,17,12,11,83,87,45,45,45,45,20,87,Right,52,73,233,22,11/20/1996,1,Rice,15,63,1,1,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Justin,Currie,SS,54,85,92,86,65,55,55,53,58,89,20,6,6,6,6,24,40,52,69,18,16,61,90,88,45,45,45,45,-1,82,Right,47,74,221,25,9/19/1993,CONFLICT,Western Michigan,,,,,1020000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Ed,Dickson,TE,83,82,86,74,68,73,72,58,80,82,25,15,10,6,10,6,58,53,40,12,15,12,85,88,52,48,58,51,73,88,Right,84,76,250,32,7/25/1987,9,Oregon,3,6,3,2,10700000,3600000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Demarcus,Christmas,DT,62,68,80,59,83,14,32,27,29,66,20,6,6,6,6,6,45,45,81,19,14,10,75,92,45,45,45,45,15,91,Right,67,76,302,24,7/4/1995,0,Florida State,6,49,4,4,2647840,127840,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Justin,Britt,C,87,69,80,65,87,11,40,14,35,73,11,6,6,6,6,6,78,73,35,15,12,10,83,85,68,75,79,77,6,84,Right,68,78,315,28,5/29/1991,5,Missouri,2,32,4,2,27000000,5891399,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Adam,Choice,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,,68,210,23,11/30/1995,0,Clemson,15,63,3,3,1756800,1800,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Marquise,Blair,SS,66,90,91,87,60,66,62,28,67,84,27,6,6,6,6,6,30,35,66,18,17,56,88,85,33,34,33,34,52,86,Right,27,73,196,22,7/18/1997,0,Utah,2,15,4,4,6236648,3829228,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jeremy,Boykins,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,1,74,183,24,5/29/1995,2,Central Florida,15,63,1,1,495000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Austin,Calitro,MLB,67,83,87,82,74,42,57,36,52,82,36,6,6,6,6,6,45,45,81,10,16,10,86,86,45,45,45,45,27,81,Right,58,72,240,25,1/10/1994,2,Villanova,15,63,1,1,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,J.T.,Barrett,QB,59,82,87,76,66,70,68,52,23,74,79,70,67,69,77,67,14,28,25,19,15,25,90,86,18,12,14,18,72,93,Right,16,74,223,24,1/23/1995,1,Ohio State,15,63,1,1,495000,0,45,45,0,0,5,0,2,0,0,2,-1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
Seahawks,Duane,Brown,LT,86,65,77,64,90,30,35,40,66,64,26,6,6,6,6,6,84,83,50,25,25,10,89,93,81,85,83,87,20,84,Right,76,76,315,33,8/30/1985,11,Virginia Tech,1,26,4,3,34500000,14250000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Jaron,Brown,WR,68,89,89,87,67,69,69,58,85,90,32,15,10,6,10,6,55,58,39,16,15,60,85,89,38,32,30,29,73,73,Right,18,75,204,29,1/8/1990,6,Clemson,15,63,2,1,5500000,2750000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Tre,Flowers,CB,80,90,92,83,66,53,60,45,62,83,26,6,6,6,6,6,35,35,68,19,10,35,89,90,35,35,35,35,44,84,Right,37,75,203,24,6/2/1995,1,Oklahoma State,5,18,4,3,2758724,298724,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Cody,Barton,LOLB,65,84,88,85,79,32,49,39,58,79,22,6,6,6,6,6,45,45,81,16,20,10,89,84,45,45,45,45,38,88,Right,57,74,237,22,11/13/1996,0,Utah,3,24,4,4,3626124,884124,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Ezekiel,Ansah,RE,82,84,88,81,84,38,51,45,37,85,33,6,6,6,6,6,45,45,82,44,40,10,90,85,45,45,45,45,30,74,Right,98,77,275,30,5/29/1989,6,Brigham Young,1,5,1,1,9000000,6000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Ahkello,Witherspoon,CB,72,91,92,88,56,53,59,25,64,94,35,6,6,6,6,6,35,35,49,20,20,55,91,88,35,35,35,35,44,68,Right,23,75,195,24,3/21/1995,2,Colorado,3,2,4,2,3884665,973572,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Brandon,Wilds,HB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,35,72,220,26,7/22/1993,3,South Carolina,15,63,1,1,645000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Fred,Warner,ROLB,74,84,89,85,74,41,63,46,71,91,14,6,6,6,6,6,45,45,79,13,10,10,91,86,45,45,45,45,21,78,Left,54,75,233,22,11/19/1996,1,Brigham Young,3,6,4,3,3979325,1010188,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Ugochukwu,Amadi,FS,63,88,89,84,62,66,64,44,68,82,30,25,20,17,21,20,35,35,70,20,20,81,87,89,35,35,35,35,51,92,Right,28,70,201,22,5/16/1997,0,Oregon,4,36,4,4,3165196,645196,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Nick,Bellore,CONFLICT,74,78,84,72,77,20,50,45,46,65,25,6,6,6,6,25,45,45,87,20,20,10,82,87,45,45,45,45,-1,75,Right,44,73,250,30,5/12/1989,8,Central Michigan,,,,,775000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jeff,Wilson Jr,HB,70,87,89,84,72,70,79,84,66,84,30,26,21,16,18,15,55,32,35,18,12,82,88,81,20,20,38,33,76,83,Right,41,72,204,23,11/16/1995,1,North Texas,15,63,2,1,1050000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Seahawks,Ben,Burr-Kirven,MLB,66,85,88,86,71,46,64,58,62,83,30,15,10,10,15,15,45,45,87,20,15,65,93,87,45,45,45,45,48,83,Right,55,72,230,21,9/8/1997,0,Washington,5,14,4,4,2862920,342920,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Levine,Toilolo,TE,81,75,83,75,74,34,76,72,79,84,30,15,10,6,10,6,71,56,52,22,19,10,86,79,50,55,70,67,41,75,Right,83,80,267,28,7/30/1991,6,Stanford,,,,,720000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Laken,Tomlinson,LG,81,66,81,61,87,10,25,15,20,81,20,6,6,6,6,6,76,81,35,20,20,10,85,92,78,83,78,71,5,84,Right,75,75,314,27,2/9/1992,4,Duke,1,28,4,3,16500000,6600944,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jason,Verrett,CB,85,91,92,92,63,79,59,23,77,92,22,6,6,6,6,6,35,35,55,30,25,66,95,71,35,35,35,35,69,83,Right,34,70,188,28,6/18/1991,5,Texas Christian,1,25,1,1,3000000,1000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jimmie,Ward,CB,76,90,91,87,54,49,65,61,69,89,28,6,6,6,6,6,35,35,70,23,19,35,90,76,35,35,35,35,34,83,Right,20,71,194,28,7/18/1991,5,Northern Illinois,1,30,1,1,4500000,3000000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Mitch,Wishnowsky,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,6,74,220,27,3/2/1992,0,Utah,4,14,4,4,3284072,764072,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,Jeremiah,Valoaga,RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right,78,78,275,24,11/15/1994,2,Nevada-Las Vegas,15,63,1,1,570000,0,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
49ers,K'Waun,Williams,CB,74,88,91,90,48,72,61,25,67,88,36,6,6,6,6,6,35,35,56,26,26,45,92,91,35,35,35,35,62,74,Right,24,69,184,28,7/12/1991,5,Pittsburgh,15,63,4,2,8850000,3615000,45,45,0,0,4,0,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
